spa_booking_id,property_id,guest_id,customer_type,service_name,booking_date,service_date,duration_minutes,price,status
SP037833,P02,,walk-in,Balinese Massage 60min,2023-07-02,2023-07-04,60,472000,completed
SP037834,P02,G19310,walk-in,Body Scrub,2023-07-04,2023-07-04,45,368000,completed
SP037835,P02,G18521,walk-in,Balinese Massage 60min,2023-07-03,2023-07-04,60,472000,completed
SP037836,P02,,walk-in,Reflexology,2023-07-04,2023-07-04,45,294000,completed
SP037837,P02,,walk-in,Aromatherapy Massage 60min,2023-07-03,2023-07-04,60,525000,completed
SP037838,P02,G22403,walk-in,Reflexology,2023-07-04,2023-07-04,45,294000,completed
SP037839,P02,,walk-in,Facial Treatment,2023-07-04,2023-07-04,60,420000,completed
SP037840,P02,G20585,walk-in,Aromatherapy Massage 60min,2023-07-03,2023-07-04,60,525000,completed
SP037841,P02,,walk-in,Facial Treatment,2023-07-03,2023-07-04,60,420000,completed
SP037842,P02,,walk-in,Body Scrub,2023-07-01,2023-07-04,45,368000,completed
SP037843,P02,,walk-in,Balinese Massage 60min,2023-07-03,2023-07-04,60,472000,completed
SP037844,P02,G23111,walk-in,Body Scrub,2023-07-03,2023-07-04,45,368000,completed
SP037845,P02,G22632,walk-in,Balinese Massage 60min,2023-07-01,2023-07-04,60,472000,completed
SP037846,P02,G23338,walk-in,Balinese Massage 90min,2023-07-02,2023-07-04,90,682000,completed
SP037847,P02,,walk-in,Balinese Massage 60min,2023-07-03,2023-07-04,60,472000,completed
SP037848,P02,G19495,walk-in,Reflexology,2023-07-03,2023-07-04,45,294000,completed
SP037849,P02,G19607,walk-in,Balinese Massage 60min,2023-07-01,2023-07-04,60,472000,completed
SP037850,P02,,walk-in,Balinese Massage 60min,2023-07-03,2023-07-04,60,472000,completed
SP037851,P02,,walk-in,Facial Treatment,2023-07-03,2023-07-04,60,420000,completed
SP037852,P02,G02308,inhouse,Aromatherapy Massage 90min,2023-07-03,2023-07-05,90,735000,completed
SP037853,P02,G04777,inhouse,Hot Stone Massage,2023-07-04,2023-07-05,90,892000,completed
SP037854,P02,G02379,inhouse,Hot Stone Massage,2023-07-05,2023-07-05,90,892000,completed
SP037855,P02,G03246,inhouse,Body Scrub,2023-07-05,2023-07-05,45,368000,completed
SP037856,P02,G12069,inhouse,Facial Treatment,2023-07-05,2023-07-05,60,420000,completed
SP037857,P02,G10779,inhouse,Balinese Massage 60min,2023-07-05,2023-07-05,60,472000,cancelled
SP037858,P02,G16097,inhouse,Balinese Massage 90min,2023-07-05,2023-07-05,90,682000,completed
SP037859,P02,G11789,inhouse,Hot Stone Massage,2023-07-05,2023-07-05,90,892000,completed
SP037860,P02,G03836,inhouse,Couple Package,2023-07-05,2023-07-05,120,1890000,completed
SP037861,P02,,walk-in,Balinese Massage 90min,2023-07-03,2023-07-05,90,682000,completed
SP037862,P02,G24523,walk-in,Balinese Massage 90min,2023-07-05,2023-07-05,90,682000,completed
SP037863,P02,G22035,walk-in,Aromatherapy Massage 60min,2023-07-05,2023-07-05,60,525000,completed
SP037864,P02,G21679,walk-in,Balinese Massage 60min,2023-07-02,2023-07-05,60,472000,completed
SP037865,P02,G21435,walk-in,Body Scrub,2023-07-03,2023-07-05,45,368000,completed
SP037866,P02,,walk-in,Facial Treatment,2023-07-05,2023-07-05,60,420000,completed
SP037867,P02,,walk-in,Reflexology,2023-07-05,2023-07-05,45,294000,completed
SP037868,P02,G23229,walk-in,Body Scrub,2023-07-04,2023-07-05,45,368000,completed
SP037869,P02,,walk-in,Body Scrub,2023-07-05,2023-07-05,45,368000,completed
SP037870,P02,G18214,walk-in,Body Scrub,2023-07-04,2023-07-05,45,368000,completed
SP037871,P02,,walk-in,Facial Treatment,2023-07-05,2023-07-05,60,420000,completed
SP037872,P02,,walk-in,Balinese Massage 90min,2023-07-01,2023-07-05,90,682000,completed
SP037873,P02,G24238,walk-in,Balinese Massage 60min,2023-07-04,2023-07-05,60,472000,completed
SP037874,P02,,walk-in,Reflexology,2023-07-05,2023-07-05,45,294000,completed
SP037875,P02,G18603,walk-in,Balinese Massage 90min,2023-07-05,2023-07-05,90,682000,completed
SP037876,P02,,walk-in,Reflexology,2023-07-04,2023-07-05,45,294000,completed
SP037877,P02,G22173,walk-in,Balinese Massage 60min,2023-07-05,2023-07-05,60,472000,completed
SP037878,P02,,walk-in,Aromatherapy Massage 60min,2023-07-05,2023-07-05,60,525000,completed
SP037879,P02,,walk-in,Body Scrub,2023-07-05,2023-07-05,45,368000,cancelled
SP037880,P02,G22025,walk-in,Aromatherapy Massage 60min,2023-07-04,2023-07-05,60,525000,completed
SP037881,P02,G10670,inhouse,Balinese Massage 90min,2023-07-02,2023-07-06,90,682000,completed
SP037882,P02,G07540,inhouse,Hot Stone Massage,2023-07-04,2023-07-06,90,892000,completed
SP037883,P02,G00713,inhouse,Aromatherapy Massage 90min,2023-07-02,2023-07-06,90,735000,completed
SP037884,P02,G02713,inhouse,Balinese Massage 90min,2023-07-01,2023-07-06,90,682000,cancelled
SP037885,P02,G13448,inhouse,Aromatherapy Massage 90min,2023-07-06,2023-07-06,90,735000,completed
SP037886,P02,G15737,inhouse,Hot Stone Massage,2023-07-05,2023-07-06,90,892000,completed
SP037887,P02,G12411,inhouse,Couple Package,2023-07-06,2023-07-06,120,1890000,completed
SP037888,P02,G06940,inhouse,Reflexology,2023-07-05,2023-07-06,45,294000,completed
SP037889,P02,G15551,inhouse,Balinese Massage 90min,2023-07-06,2023-07-06,90,682000,completed
SP037890,P02,G12794,inhouse,Balinese Massage 90min,2023-07-05,2023-07-06,90,682000,completed
SP037891,P02,G13597,inhouse,Hot Stone Massage,2023-07-06,2023-07-06,90,892000,completed
SP037892,P02,G24736,walk-in,Facial Treatment,2023-07-06,2023-07-06,60,420000,completed
SP037893,P02,,walk-in,Body Scrub,2023-07-06,2023-07-06,45,368000,completed
SP037894,P02,G20641,walk-in,Aromatherapy Massage 60min,2023-07-02,2023-07-06,60,525000,cancelled
SP037895,P02,G20809,walk-in,Balinese Massage 60min,2023-07-06,2023-07-06,60,472000,completed
SP037896,P02,G19974,walk-in,Aromatherapy Massage 60min,2023-07-03,2023-07-06,60,525000,completed
SP037897,P02,G19176,walk-in,Body Scrub,2023-07-06,2023-07-06,45,368000,completed
SP037898,P02,G24267,walk-in,Balinese Massage 60min,2023-07-05,2023-07-06,60,472000,completed
SP037899,P02,,walk-in,Facial Treatment,2023-07-06,2023-07-06,60,420000,cancelled
SP037900,P02,G21610,walk-in,Facial Treatment,2023-07-06,2023-07-06,60,420000,completed
SP037901,P02,G20940,walk-in,Reflexology,2023-07-01,2023-07-06,45,294000,completed
SP037902,P02,,walk-in,Balinese Massage 90min,2023-07-06,2023-07-06,90,682000,completed
SP037903,P02,,walk-in,Balinese Massage 60min,2023-07-06,2023-07-06,60,472000,completed
SP037904,P02,G19885,walk-in,Balinese Massage 90min,2023-07-05,2023-07-06,90,682000,completed
SP037905,P02,G23526,walk-in,Body Scrub,2023-07-04,2023-07-06,45,368000,completed
SP037906,P02,,walk-in,Couple Package,2023-07-01,2023-07-06,120,1890000,completed
SP037907,P02,,walk-in,Hot Stone Massage,2023-07-05,2023-07-06,90,892000,completed
SP037908,P02,G19346,walk-in,Balinese Massage 60min,2023-07-05,2023-07-06,60,472000,completed
SP037909,P02,,walk-in,Aromatherapy Massage 60min,2023-07-06,2023-07-06,60,525000,completed
SP037910,P02,G04367,inhouse,Hot Stone Massage,2023-07-07,2023-07-07,90,892000,completed
SP037911,P02,G08653,inhouse,Hot Stone Massage,2023-07-06,2023-07-07,90,892000,completed
SP037912,P02,G09385,inhouse,Couple Package,2023-07-07,2023-07-07,120,1890000,completed
SP037913,P02,G14961,inhouse,Balinese Massage 90min,2023-07-07,2023-07-07,90,682000,completed
SP037914,P02,G04156,inhouse,Hot Stone Massage,2023-07-06,2023-07-07,90,892000,completed
SP037915,P02,G03006,inhouse,Couple Package,2023-07-07,2023-07-07,120,1890000,completed
SP037916,P02,G16354,inhouse,Aromatherapy Massage 90min,2023-07-07,2023-07-07,90,735000,completed
SP037917,P02,G15612,inhouse,Aromatherapy Massage 60min,2023-07-07,2023-07-07,60,525000,completed
SP037918,P02,G16844,inhouse,Body Scrub,2023-07-07,2023-07-07,45,368000,completed
SP037919,P02,G14958,inhouse,Aromatherapy Massage 60min,2023-07-07,2023-07-07,60,525000,completed
SP037920,P02,G01807,inhouse,Aromatherapy Massage 60min,2023-07-05,2023-07-07,60,525000,completed
SP037921,P02,G01283,inhouse,Body Scrub,2023-07-07,2023-07-07,45,368000,completed
SP037922,P02,G02701,inhouse,Hot Stone Massage,2023-07-07,2023-07-07,90,892000,completed
SP037923,P02,,walk-in,Balinese Massage 60min,2023-07-06,2023-07-07,60,472000,completed
SP037924,P02,G23887,walk-in,Aromatherapy Massage 90min,2023-07-06,2023-07-07,90,735000,completed
SP037925,P02,G19663,walk-in,Balinese Massage 90min,2023-07-07,2023-07-07,90,682000,completed
SP037926,P02,,walk-in,Facial Treatment,2023-07-05,2023-07-07,60,420000,cancelled
SP037927,P02,G23750,walk-in,Balinese Massage 90min,2023-07-02,2023-07-07,90,682000,completed
SP037928,P02,,walk-in,Aromatherapy Massage 60min,2023-07-07,2023-07-07,60,525000,completed
SP037929,P02,G18558,walk-in,Facial Treatment,2023-07-06,2023-07-07,60,420000,completed
SP037930,P02,G18822,walk-in,Aromatherapy Massage 90min,2023-07-07,2023-07-07,90,735000,completed
SP037931,P02,G24010,walk-in,Facial Treatment,2023-07-07,2023-07-07,60,420000,completed
SP037932,P02,G18069,walk-in,Facial Treatment,2023-07-07,2023-07-07,60,420000,completed
SP037933,P02,,walk-in,Balinese Massage 90min,2023-07-05,2023-07-07,90,682000,completed
SP037934,P02,,walk-in,Reflexology,2023-07-06,2023-07-07,45,294000,completed
SP037935,P02,,walk-in,Facial Treatment,2023-07-07,2023-07-07,60,420000,completed
SP037936,P02,G20138,walk-in,Reflexology,2023-07-07,2023-07-07,45,294000,completed
SP037937,P02,,walk-in,Aromatherapy Massage 60min,2023-07-07,2023-07-07,60,525000,completed
SP037938,P02,,walk-in,Aromatherapy Massage 60min,2023-07-07,2023-07-07,60,525000,completed
SP037939,P02,G08405,inhouse,Balinese Massage 60min,2023-07-04,2023-07-08,60,472000,completed
SP037940,P02,G15257,inhouse,Couple Package,2023-07-07,2023-07-08,120,1890000,cancelled
SP037941,P02,G12702,inhouse,Facial Treatment,2023-07-08,2023-07-08,60,420000,completed
SP037942,P02,G04434,inhouse,Balinese Massage 60min,2023-07-08,2023-07-08,60,472000,cancelled
SP037943,P02,G13092,inhouse,Balinese Massage 90min,2023-07-08,2023-07-08,90,682000,completed
SP037944,P02,G14436,inhouse,Couple Package,2023-07-03,2023-07-08,120,1890000,completed
SP037945,P02,G10675,inhouse,Balinese Massage 60min,2023-07-08,2023-07-08,60,472000,completed
SP037946,P02,G17610,inhouse,Balinese Massage 60min,2023-07-08,2023-07-08,60,472000,completed
SP037947,P02,G14041,inhouse,Balinese Massage 90min,2023-07-08,2023-07-08,90,682000,completed
SP037948,P02,G12115,inhouse,Balinese Massage 90min,2023-07-08,2023-07-08,90,682000,completed
SP037949,P02,G02923,inhouse,Aromatherapy Massage 90min,2023-07-07,2023-07-08,90,735000,completed
SP037950,P02,,walk-in,Body Scrub,2023-07-08,2023-07-08,45,368000,completed
SP037951,P02,G21509,walk-in,Body Scrub,2023-07-08,2023-07-08,45,368000,completed
SP037952,P02,G18957,walk-in,Body Scrub,2023-07-08,2023-07-08,45,368000,completed
SP037953,P02,,walk-in,Balinese Massage 60min,2023-07-08,2023-07-08,60,472000,completed
SP037954,P02,G21193,walk-in,Facial Treatment,2023-07-08,2023-07-08,60,420000,completed
SP037955,P02,G18222,walk-in,Aromatherapy Massage 60min,2023-07-06,2023-07-08,60,525000,completed
SP037956,P02,G23635,walk-in,Body Scrub,2023-07-08,2023-07-08,45,368000,completed
SP037957,P02,G19302,walk-in,Facial Treatment,2023-07-08,2023-07-08,60,420000,completed
SP037958,P02,,walk-in,Reflexology,2023-07-06,2023-07-08,45,294000,completed
SP037959,P02,G19824,walk-in,Reflexology,2023-07-05,2023-07-08,45,294000,completed
SP037960,P02,,walk-in,Body Scrub,2023-07-07,2023-07-08,45,368000,completed
SP037961,P02,,walk-in,Facial Treatment,2023-07-08,2023-07-08,60,420000,completed
SP037962,P02,G23493,walk-in,Aromatherapy Massage 60min,2023-07-06,2023-07-08,60,525000,completed
SP037963,P02,,walk-in,Facial Treatment,2023-07-08,2023-07-08,60,420000,completed
SP037964,P02,,walk-in,Reflexology,2023-07-05,2023-07-08,45,294000,completed
SP037965,P02,,walk-in,Reflexology,2023-07-05,2023-07-08,45,294000,cancelled
SP037966,P02,,walk-in,Balinese Massage 60min,2023-07-07,2023-07-08,60,472000,completed
SP037967,P02,,walk-in,Facial Treatment,2023-07-08,2023-07-08,60,420000,completed
SP037968,P02,G10870,inhouse,Body Scrub,2023-07-09,2023-07-09,45,368000,completed
SP037969,P02,G13033,inhouse,Body Scrub,2023-07-06,2023-07-09,45,368000,cancelled
SP037970,P02,G07252,inhouse,Couple Package,2023-07-09,2023-07-09,120,1890000,completed
SP037971,P02,G11909,inhouse,Couple Package,2023-07-08,2023-07-09,120,1890000,completed
SP037972,P02,G01447,inhouse,Balinese Massage 60min,2023-07-09,2023-07-09,60,472000,completed
SP037973,P02,G10558,inhouse,Aromatherapy Massage 90min,2023-07-09,2023-07-09,90,735000,completed
SP037974,P02,G09614,inhouse,Balinese Massage 60min,2023-07-08,2023-07-09,60,472000,cancelled
SP037975,P02,G14014,inhouse,Couple Package,2023-07-07,2023-07-09,120,1890000,completed
SP037976,P02,G16354,inhouse,Aromatherapy Massage 90min,2023-07-09,2023-07-09,90,735000,completed
SP037977,P02,G03455,inhouse,Balinese Massage 60min,2023-07-09,2023-07-09,60,472000,completed
SP037978,P02,G15396,inhouse,Balinese Massage 60min,2023-07-08,2023-07-09,60,472000,completed
SP037979,P02,G13527,inhouse,Couple Package,2023-07-07,2023-07-09,120,1890000,completed
SP037980,P02,G23343,walk-in,Facial Treatment,2023-07-08,2023-07-09,60,420000,cancelled
SP037981,P02,,walk-in,Facial Treatment,2023-07-09,2023-07-09,60,420000,completed
SP037982,P02,,walk-in,Facial Treatment,2023-07-08,2023-07-09,60,420000,completed
SP037983,P02,G18521,walk-in,Facial Treatment,2023-07-06,2023-07-09,60,420000,completed
SP037984,P02,G23227,walk-in,Reflexology,2023-07-06,2023-07-09,45,294000,completed
SP037985,P02,,walk-in,Body Scrub,2023-07-08,2023-07-09,45,368000,completed
SP037986,P02,,walk-in,Balinese Massage 60min,2023-07-04,2023-07-09,60,472000,completed
SP037987,P02,,walk-in,Balinese Massage 60min,2023-07-09,2023-07-09,60,472000,completed
SP037988,P02,G21080,walk-in,Facial Treatment,2023-07-09,2023-07-09,60,420000,completed
SP037989,P02,G20986,walk-in,Reflexology,2023-07-07,2023-07-09,45,294000,completed
SP037990,P02,,walk-in,Balinese Massage 90min,2023-07-09,2023-07-09,90,682000,completed
SP037991,P02,,walk-in,Reflexology,2023-07-04,2023-07-09,45,294000,completed
SP037992,P02,,walk-in,Aromatherapy Massage 60min,2023-07-09,2023-07-09,60,525000,completed
SP037993,P02,G18993,walk-in,Balinese Massage 90min,2023-07-09,2023-07-09,90,682000,completed
SP037994,P02,G21790,walk-in,Reflexology,2023-07-09,2023-07-09,45,294000,completed
SP037995,P02,G23204,walk-in,Body Scrub,2023-07-09,2023-07-09,45,368000,completed
SP037996,P02,G22856,walk-in,Reflexology,2023-07-08,2023-07-09,45,294000,completed
SP037997,P02,G03849,inhouse,Facial Treatment,2023-07-08,2023-07-10,60,420000,completed
SP037998,P02,G05129,inhouse,Body Scrub,2023-07-10,2023-07-10,45,368000,completed
SP037999,P02,G05810,inhouse,Balinese Massage 90min,2023-07-09,2023-07-10,90,682000,completed
SP038000,P02,G13527,inhouse,Balinese Massage 90min,2023-07-10,2023-07-10,90,682000,completed
SP038001,P02,G08181,inhouse,Balinese Massage 60min,2023-07-09,2023-07-10,60,472000,completed
SP038002,P02,G14454,inhouse,Balinese Massage 60min,2023-07-08,2023-07-10,60,472000,completed
SP038003,P02,G03731,inhouse,Hot Stone Massage,2023-07-05,2023-07-10,90,892000,completed
SP038004,P02,G04112,inhouse,Balinese Massage 60min,2023-07-10,2023-07-10,60,472000,completed
SP038005,P02,G10585,inhouse,Hot Stone Massage,2023-07-09,2023-07-10,90,892000,completed
SP038006,P02,G00296,inhouse,Facial Treatment,2023-07-10,2023-07-10,60,420000,completed
SP038007,P02,,walk-in,Aromatherapy Massage 60min,2023-07-05,2023-07-10,60,525000,cancelled
SP038008,P02,G23153,walk-in,Facial Treatment,2023-07-08,2023-07-10,60,420000,completed
SP038009,P02,G20475,walk-in,Aromatherapy Massage 90min,2023-07-10,2023-07-10,90,735000,completed
SP038010,P02,G19529,walk-in,Body Scrub,2023-07-10,2023-07-10,45,368000,completed
SP038011,P02,,walk-in,Balinese Massage 60min,2023-07-10,2023-07-10,60,472000,completed
SP038012,P02,G21742,walk-in,Balinese Massage 60min,2023-07-08,2023-07-10,60,472000,completed
SP038013,P02,G24664,walk-in,Body Scrub,2023-07-08,2023-07-10,45,368000,completed
SP038014,P02,,walk-in,Body Scrub,2023-07-05,2023-07-10,45,368000,completed
SP038015,P02,,walk-in,Body Scrub,2023-07-09,2023-07-10,45,368000,cancelled
SP038016,P02,,walk-in,Aromatherapy Massage 60min,2023-07-09,2023-07-10,60,525000,completed
SP038017,P02,G19438,walk-in,Aromatherapy Massage 60min,2023-07-10,2023-07-10,60,525000,completed
SP038018,P02,,walk-in,Balinese Massage 90min,2023-07-09,2023-07-10,90,682000,completed
SP038019,P02,,walk-in,Facial Treatment,2023-07-10,2023-07-10,60,420000,cancelled
SP038020,P02,G24029,walk-in,Reflexology,2023-07-08,2023-07-10,45,294000,completed
SP038021,P02,G22265,walk-in,Reflexology,2023-07-10,2023-07-10,45,294000,completed
SP038022,P02,,walk-in,Reflexology,2023-07-10,2023-07-10,45,294000,completed
SP038023,P02,,walk-in,Balinese Massage 60min,2023-07-09,2023-07-10,60,472000,completed
SP038024,P02,,walk-in,Facial Treatment,2023-07-06,2023-07-10,60,420000,completed
SP038025,P02,,walk-in,Body Scrub,2023-07-09,2023-07-10,45,368000,completed
SP038026,P02,G21406,walk-in,Reflexology,2023-07-09,2023-07-10,45,294000,completed
SP038027,P02,G10068,inhouse,Reflexology,2023-07-11,2023-07-11,45,294000,completed
SP038028,P02,G12250,inhouse,Balinese Massage 60min,2023-07-08,2023-07-11,60,472000,completed
SP038029,P02,G05305,inhouse,Aromatherapy Massage 90min,2023-07-10,2023-07-11,90,735000,completed
SP038030,P02,G04302,inhouse,Hot Stone Massage,2023-07-11,2023-07-11,90,892000,completed
SP038031,P02,G04512,inhouse,Balinese Massage 90min,2023-07-11,2023-07-11,90,682000,completed
SP038032,P02,G01290,inhouse,Facial Treatment,2023-07-06,2023-07-11,60,420000,completed
SP038033,P02,G06020,inhouse,Balinese Massage 90min,2023-07-11,2023-07-11,90,682000,completed
SP038034,P02,G11639,inhouse,Balinese Massage 90min,2023-07-11,2023-07-11,90,682000,completed
SP038035,P02,G11451,inhouse,Balinese Massage 90min,2023-07-10,2023-07-11,90,682000,completed
SP038036,P02,G04095,inhouse,Facial Treatment,2023-07-11,2023-07-11,60,420000,cancelled
SP038037,P02,G19953,walk-in,Aromatherapy Massage 90min,2023-07-11,2023-07-11,90,735000,completed
SP038038,P02,G21864,walk-in,Balinese Massage 60min,2023-07-11,2023-07-11,60,472000,completed
SP038039,P02,,walk-in,Balinese Massage 60min,2023-07-11,2023-07-11,60,472000,completed
SP038040,P02,,walk-in,Body Scrub,2023-07-09,2023-07-11,45,368000,completed
SP038041,P02,,walk-in,Facial Treatment,2023-07-10,2023-07-11,60,420000,completed
SP038042,P02,,walk-in,Aromatherapy Massage 60min,2023-07-11,2023-07-11,60,525000,completed
SP038043,P02,,walk-in,Body Scrub,2023-07-11,2023-07-11,45,368000,completed
SP038044,P02,G22395,walk-in,Facial Treatment,2023-07-11,2023-07-11,60,420000,completed
SP038045,P02,G24047,walk-in,Facial Treatment,2023-07-11,2023-07-11,60,420000,completed
SP038046,P02,G21760,walk-in,Balinese Massage 90min,2023-07-10,2023-07-11,90,682000,completed
SP038047,P02,,walk-in,Reflexology,2023-07-11,2023-07-11,45,294000,completed
SP038048,P02,G20774,walk-in,Reflexology,2023-07-11,2023-07-11,45,294000,completed
SP038049,P02,G20286,walk-in,Reflexology,2023-07-09,2023-07-11,45,294000,completed
SP038050,P02,,walk-in,Balinese Massage 90min,2023-07-11,2023-07-11,90,682000,completed
SP038051,P02,G23443,walk-in,Balinese Massage 60min,2023-07-11,2023-07-11,60,472000,completed
SP038052,P02,G23581,walk-in,Reflexology,2023-07-08,2023-07-11,45,294000,completed
SP038053,P02,,walk-in,Facial Treatment,2023-07-08,2023-07-11,60,420000,completed
SP038054,P02,G19189,walk-in,Reflexology,2023-07-08,2023-07-11,45,294000,completed
SP038055,P02,G15811,walk-in,Balinese Massage 60min,2023-07-10,2023-07-11,60,472000,completed
SP038056,P02,G10691,inhouse,Balinese Massage 90min,2023-07-12,2023-07-12,90,682000,completed
SP038057,P02,G03393,inhouse,Couple Package,2023-07-11,2023-07-12,120,1890000,completed
SP038058,P02,G12936,inhouse,Balinese Massage 60min,2023-07-12,2023-07-12,60,472000,completed
SP038059,P02,G14056,inhouse,Balinese Massage 60min,2023-07-12,2023-07-12,60,472000,completed
SP038060,P02,G15271,inhouse,Balinese Massage 90min,2023-07-12,2023-07-12,90,682000,completed
SP038061,P02,G01290,inhouse,Aromatherapy Massage 90min,2023-07-12,2023-07-12,90,735000,completed
SP038062,P02,G17472,inhouse,Facial Treatment,2023-07-12,2023-07-12,60,420000,cancelled
SP038063,P02,G02206,inhouse,Reflexology,2023-07-11,2023-07-12,45,294000,completed
SP038064,P02,G04928,inhouse,Couple Package,2023-07-12,2023-07-12,120,1890000,cancelled
SP038065,P02,G17177,inhouse,Aromatherapy Massage 90min,2023-07-10,2023-07-12,90,735000,completed
SP038066,P02,G16246,inhouse,Aromatherapy Massage 60min,2023-07-11,2023-07-12,60,525000,completed
SP038067,P02,G00376,inhouse,Balinese Massage 90min,2023-07-11,2023-07-12,90,682000,cancelled
SP038068,P02,G13728,inhouse,Reflexology,2023-07-12,2023-07-12,45,294000,completed
SP038069,P02,G04026,inhouse,Hot Stone Massage,2023-07-10,2023-07-12,90,892000,completed
SP038070,P02,G04026,inhouse,Body Scrub,2023-07-11,2023-07-12,45,368000,completed
SP038071,P02,G18716,walk-in,Reflexology,2023-07-10,2023-07-12,45,294000,completed
SP038072,P02,,walk-in,Balinese Massage 60min,2023-07-12,2023-07-12,60,472000,completed
SP038073,P02,,walk-in,Facial Treatment,2023-07-12,2023-07-12,60,420000,completed
SP038074,P02,G18828,walk-in,Body Scrub,2023-07-12,2023-07-12,45,368000,completed
SP038075,P02,G18568,walk-in,Reflexology,2023-07-12,2023-07-12,45,294000,completed
SP038076,P02,G22156,walk-in,Facial Treatment,2023-07-12,2023-07-12,60,420000,completed
SP038077,P02,G21323,walk-in,Facial Treatment,2023-07-09,2023-07-12,60,420000,completed
SP038078,P02,G18009,walk-in,Facial Treatment,2023-07-11,2023-07-12,60,420000,completed
SP038079,P02,,walk-in,Facial Treatment,2023-07-12,2023-07-12,60,420000,completed
SP038080,P02,,walk-in,Body Scrub,2023-07-10,2023-07-12,45,368000,completed
SP038081,P02,,walk-in,Reflexology,2023-07-12,2023-07-12,45,294000,completed
SP038082,P02,G18045,walk-in,Reflexology,2023-07-12,2023-07-12,45,294000,completed
SP038083,P02,,walk-in,Balinese Massage 60min,2023-07-11,2023-07-12,60,472000,completed
SP038084,P02,G22797,walk-in,Balinese Massage 90min,2023-07-11,2023-07-12,90,682000,completed
SP038085,P02,,walk-in,Balinese Massage 60min,2023-07-11,2023-07-12,60,472000,completed
SP038086,P02,G07057,inhouse,Couple Package,2023-07-13,2023-07-13,120,1890000,completed
SP038087,P02,G15556,inhouse,Body Scrub,2023-07-13,2023-07-13,45,368000,completed
SP038088,P02,G16246,inhouse,Facial Treatment,2023-07-11,2023-07-13,60,420000,completed
SP038089,P02,G11853,inhouse,Balinese Massage 60min,2023-07-12,2023-07-13,60,472000,completed
SP038090,P02,G08049,inhouse,Aromatherapy Massage 90min,2023-07-11,2023-07-13,90,735000,completed
SP038091,P02,G15862,inhouse,Facial Treatment,2023-07-12,2023-07-13,60,420000,completed
SP038092,P02,G03393,inhouse,Hot Stone Massage,2023-07-12,2023-07-13,90,892000,completed
SP038093,P02,G16259,inhouse,Balinese Massage 60min,2023-07-13,2023-07-13,60,472000,completed
SP038094,P02,G11635,inhouse,Aromatherapy Massage 90min,2023-07-11,2023-07-13,90,735000,completed
SP038095,P02,G01895,inhouse,Aromatherapy Massage 60min,2023-07-08,2023-07-13,60,525000,completed
SP038096,P02,G23770,walk-in,Balinese Massage 60min,2023-07-13,2023-07-13,60,472000,completed
SP038097,P02,,walk-in,Balinese Massage 60min,2023-07-13,2023-07-13,60,472000,completed
SP038098,P02,,walk-in,Aromatherapy Massage 90min,2023-07-08,2023-07-13,90,735000,completed
SP038099,P02,G22242,walk-in,Facial Treatment,2023-07-13,2023-07-13,60,420000,completed
SP038100,P02,,walk-in,Aromatherapy Massage 60min,2023-07-13,2023-07-13,60,525000,completed
SP038101,P02,,walk-in,Facial Treatment,2023-07-13,2023-07-13,60,420000,completed
SP038102,P02,G24314,walk-in,Body Scrub,2023-07-13,2023-07-13,45,368000,completed
SP038103,P02,,walk-in,Balinese Massage 90min,2023-07-13,2023-07-13,90,682000,completed
SP038104,P02,,walk-in,Body Scrub,2023-07-12,2023-07-13,45,368000,completed
SP038105,P02,G22827,walk-in,Balinese Massage 90min,2023-07-12,2023-07-13,90,682000,completed
SP038106,P02,,walk-in,Body Scrub,2023-07-12,2023-07-13,45,368000,completed
SP038107,P02,,walk-in,Reflexology,2023-07-12,2023-07-13,45,294000,completed
SP038108,P02,,walk-in,Balinese Massage 90min,2023-07-12,2023-07-13,90,682000,completed
SP038109,P02,,walk-in,Body Scrub,2023-07-11,2023-07-13,45,368000,completed
SP038110,P02,G24487,walk-in,Balinese Massage 60min,2023-07-09,2023-07-13,60,472000,completed
SP038111,P02,G23522,walk-in,Body Scrub,2023-07-13,2023-07-13,45,368000,completed
SP038112,P02,,walk-in,Reflexology,2023-07-13,2023-07-13,45,294000,completed
SP038113,P02,G20428,walk-in,Reflexology,2023-07-13,2023-07-13,45,294000,completed
SP038114,P02,,walk-in,Balinese Massage 90min,2023-07-13,2023-07-13,90,682000,completed
SP038115,P02,G17581,inhouse,Balinese Massage 90min,2023-07-13,2023-07-14,90,682000,completed
SP038116,P02,G03982,inhouse,Balinese Massage 90min,2023-07-14,2023-07-14,90,682000,completed
SP038117,P02,G07874,inhouse,Reflexology,2023-07-12,2023-07-14,45,294000,completed
SP038118,P02,G09992,inhouse,Balinese Massage 60min,2023-07-10,2023-07-14,60,472000,completed
SP038119,P02,G04901,inhouse,Balinese Massage 60min,2023-07-14,2023-07-14,60,472000,completed
SP038120,P02,G11672,inhouse,Balinese Massage 90min,2023-07-14,2023-07-14,90,682000,completed
SP038121,P02,G04901,inhouse,Couple Package,2023-07-14,2023-07-14,120,1890000,completed
SP038122,P02,G04123,inhouse,Balinese Massage 60min,2023-07-13,2023-07-14,60,472000,completed
SP038123,P02,G03371,inhouse,Balinese Massage 90min,2023-07-14,2023-07-14,90,682000,completed
SP038124,P02,G00315,inhouse,Balinese Massage 90min,2023-07-12,2023-07-14,90,682000,completed
