property_id,period,department,departmental_revenue,departmental_expense,departmental_profit,undistributed_expense,gop
P04,2023-08,Overall,3193855000,1254539136,1939315863,715423520,1223892343
P04,2023-09,Room,1597560000,447316800,1150243200,0,0
P04,2023-09,F&B,325435000,246047840,79387159,0,0
P04,2023-09,Spa&Event,874522000,480987100,393534899,0,0
P04,2023-09,Overall,2797517000,1174351740,1623165259,626643808,996521451
P04,2023-10,Room,1596422000,446998160,1149423840,0,0
P04,2023-10,F&B,339971000,254993906,84977093,0,0
P04,2023-10,Spa&Event,991989000,545593950,446395050,0,0
P04,2023-10,Overall,2928382000,1247586016,1680795983,655957568,1024838415
P04,2023-11,Room,1797775000,503377000,1294398000,0,0
P04,2023-11,F&B,360000000,257870426,102129573,0,0
P04,2023-11,Spa&Event,630971000,347034050,283936950,0,0
P04,2023-11,Overall,2788746000,1108281476,1680464523,624679104,1055785419
P04,2023-12,Room,2837755000,794571400,2043183600,0,0
P04,2023-12,F&B,511603000,308663829,202939170,0,0
P04,2023-12,Spa&Event,552008000,303604400,248403600,0,0
P04,2023-12,Overall,3901366000,1406839629,2494526370,873905984,1620620386
P04,2024-01,Room,2553975000,715113000,1838862000,0,0
P04,2024-01,F&B,484853000,303590647,181262352,0,0
P04,2024-01,Spa&Event,746379000,410508450,335870549,0,0
P04,2024-01,Overall,3785207000,1429212097,2355994902,847886368,1508108534
P04,2024-02,Room,1437124000,420131986,1016992013,0,0
P04,2024-02,F&B,303049000,243594550,59454449,0,0
P04,2024-02,Spa&Event,394563000,217009650,177553349,0,0
P04,2024-02,Overall,2134736000,880736187,1253999812,478180864,775818948
P04,2024-03,Room,1745773000,723966282,1021806717,0,0
P04,2024-03,F&B,350057000,372443038,-22386038,0,0
P04,2024-03,Spa&Event,624375000,343406250,280968750,0,0
P04,2024-03,Overall,2720205000,1439815571,1280389428,609325920,671063508
P04,2024-04,Room,1900803000,532224840,1368578160,0,0
P04,2024-04,F&B,391198000,275299520,115898479,0,0
P04,2024-04,Spa&Event,569987000,313492850,256494150,0,0
P04,2024-04,Overall,2861988000,1121017210,1740970789,641085312,1099885477
P04,2024-05,Room,2038734000,570845520,1467888480,0,0
P04,2024-05,F&B,399492000,278526844,120965155,0,0
P04,2024-05,Spa&Event,591253000,325189150,266063850,0,0
P04,2024-05,Overall,3029479000,1174561514,1854917485,678603296,1176314189
P04,2024-06,Room,2331713000,652879640,1678833360,0,0
P04,2024-06,F&B,458507000,297414171,161092828,0,0
P04,2024-06,Spa&Event,722411000,397326050,325084949,0,0
P04,2024-06,Overall,3512631000,1347619861,2165011138,786829344,1378181794
P04,2024-07,Room,2815166000,788246480,2026919520,0,0
P04,2024-07,F&B,527677000,323859654,203817345,0,0
P04,2024-07,Spa&Event,1117774000,614775700,502998300,0,0
P04,2024-07,Overall,4460617000,1726881834,2733735165,999178208,1734556957
P04,2024-08,Room,2231285000,624759800,1606525200,0,0
P04,2024-08,F&B,458517000,301044424,157472575,0,0
P04,2024-08,Spa&Event,1052980000,579139000,473841000,0,0
P04,2024-08,Overall,3742782000,1504943224,2237838775,838383168,1399455607
P04,2024-09,Room,1578881000,444194338,1134686661,0,0
P04,2024-09,F&B,323199000,251929769,71269230,0,0
P04,2024-09,Spa&Event,618381000,340109550,278271450,0,0
P04,2024-09,Overall,2520461000,1036233658,1484227341,564583264,919644077
P04,2024-10,Room,1589412000,447557050,1141854949,0,0
P04,2024-10,F&B,329293000,255725870,73567129,0,0
P04,2024-10,Spa&Event,522770000,287523500,235246500,0,0
P04,2024-10,Overall,2441475000,990806421,1450668578,546890400,903778178
P04,2024-11,Room,1951354000,546379120,1404974880,0,0
P04,2024-11,F&B,386475000,273684000,112790999,0,0
P04,2024-11,Spa&Event,677199000,372459450,304739549,0,0
P04,2024-11,Overall,3015028000,1192522570,1822505429,675366272,1147139157
P04,2024-12,Room,2766476000,774613280,1991862720,0,0
P04,2024-12,F&B,522389000,315022511,207366488,0,0
P04,2024-12,Spa&Event,705233000,387878150,317354849,0,0
P04,2024-12,Overall,3994098000,1477513941,2516584058,894677952,1621906106
P04,2025-01,Room,2731751000,764890280,1966860720,0,0
P04,2025-01,F&B,512516000,313162083,199353916,0,0
P04,2025-01,Spa&Event,829870000,456428500,373441499,0,0
P04,2025-01,Overall,4074137000,1534480863,2539656136,912606688,1627049448
P04,2025-02,Room,1462934000,467182534,995751465,0,0
P04,2025-02,F&B,305237000,241511765,63725234,0,0
P04,2025-02,Spa&Event,502269000,276247950,226021050,0,0
P04,2025-02,Overall,2270440000,984942249,1285497750,508578560,776919190
P04,2025-03,Room,1761088000,799764757,961323242,0,0
P04,2025-03,F&B,369096000,380728975,-11632975,0,0
P04,2025-03,Spa&Event,479484000,263716200,215767799,0,0
P04,2025-03,Overall,2609668000,1444209932,1165458067,584565632,580892435
P04,2025-04,Room,2001243000,560348040,1440894960,0,0
P04,2025-04,F&B,386528000,275798326,110729673,0,0
P04,2025-04,Spa&Event,1022448000,562346400,460101600,0,0
P04,2025-04,Overall,3410219000,1398492766,2011726233,763889056,1247837177
P04,2025-05,Room,2212316000,619448480,1592867520,0,0
P04,2025-05,F&B,452326000,298752674,153573325,0,0
P04,2025-05,Spa&Event,450835000,247959250,202875749,0,0
P04,2025-05,Overall,3115477000,1166160404,1949316595,697866848,1251449747
P04,2025-06,Room,2372234000,664225520,1708008480,0,0
P04,2025-06,F&B,476131000,305619831,170511168,0,0
P04,2025-06,Spa&Event,679032000,373467600,305564399,0,0
P04,2025-06,Overall,3527397000,1343312951,2184084048,790136928,1393947120
P04,2025-07,Room,2865997000,802479160,2063517840,0,0
P04,2025-07,F&B,531513000,325541164,205971835,0,0
P04,2025-07,Spa&Event,1067761000,587268550,480492450,0,0
P04,2025-07,Overall,4465271000,1715288874,2749982125,1000220704,1749761421
P04,2025-08,Room,2229856000,624359680,1605496320,0,0
P04,2025-08,F&B,472076000,305821269,166254730,0,0
P04,2025-08,Spa&Event,421898000,232043900,189854099,0,0
P04,2025-08,Overall,3123830000,1162224849,1961605150,699737920,1261867230
P04,2025-09,Room,1610898000,498611878,1112286121,0,0
P04,2025-09,F&B,332687000,254034714,78652285,0,0
P04,2025-09,Spa&Event,558960000,307428000,251532000,0,0
P04,2025-09,Overall,2502545000,1060074593,1442470406,560570080,881900326
P04,2025-10,Room,1876126000,525315280,1350810720,0,0
P04,2025-10,F&B,368357000,270926214,97430785,0,0
P04,2025-10,Spa&Event,473312000,260321600,212990399,0,0
P04,2025-10,Overall,2717795000,1056563094,1661231905,608786080,1052445825
P04,2025-11,Room,1969967000,551590760,1418376240,0,0
P04,2025-11,F&B,401288000,285392421,115895578,0,0
P04,2025-11,Spa&Event,928663000,510764650,417898349,0,0
P04,2025-11,Overall,3299918000,1347747831,1952170168,739181632,1212988536
P04,2025-12,Room,2810423000,786918440,2023504560,0,0
P04,2025-12,F&B,524011000,321546825,202464174,0,0
P04,2025-12,Spa&Event,1557072000,856389600,700682399,0,0
P04,2025-12,Overall,4891506000,1964854865,2926651134,1095697344,1830953790
P04,2026-01,Room,2680678000,750589840,1930088160,0,0
P04,2026-01,F&B,523615000,322765833,200849166,0,0
P04,2026-01,Spa&Event,419827000,230904850,188922149,0,0
P04,2026-01,Overall,3624120000,1304260523,2319859476,811802880,1508056596
P04,2026-02,Room,1570740000,493058715,1077681284,0,0
P04,2026-02,F&B,312419000,252613214,59805785,0,0
P04,2026-02,Spa&Event,647736000,356254800,291481200,0,0
P04,2026-02,Overall,2530895000,1101926730,1428968269,566920480,862047789
P04,2026-03,Room,1726978000,848543352,878434647,0,0
P04,2026-03,F&B,356254000,389545827,-33291827,0,0
P04,2026-03,Spa&Event,512781000,282029550,230751450,0,0
P04,2026-03,Overall,2596013000,1520118730,1075894269,581506912,494387357
P04,2026-04,Room,1958482000,548374960,1410107040,0,0
P04,2026-04,F&B,399386000,289327448,110058551,0,0
P04,2026-04,Spa&Event,563563000,309959650,253603350,0,0
P04,2026-04,Overall,2921431000,1147662058,1773768941,654400544,1119368397
P04,2026-05,Room,2142173000,599808440,1542364560,0,0
P04,2026-05,F&B,444572000,308156495,136415504,0,0
P04,2026-05,Spa&Event,1077013000,592357150,484655850,0,0
P04,2026-05,Overall,3663758000,1500322085,2163435914,820681792,1342754122
P04,2026-06,Room,2389538000,669070640,1720467360,0,0
P04,2026-06,F&B,476534000,316735074,159798925,0,0
P04,2026-06,Spa&Event,782475000,430361250,352113749,0,0
P04,2026-06,Overall,3648547000,1416166964,2232380035,817274528,1415105507
P05,2023-07,Room,3506029000,981688120,2524340880,0,0
P05,2023-07,F&B,289850000,197152739,92697260,0,0
P05,2023-07,Spa&Event,600791000,330435050,270355950,0,0
P05,2023-07,Overall,4396670000,1509275909,2887394090,984854080,1902540010
P05,2023-08,Room,2675531000,749148680,1926382320,0,0
P05,2023-08,F&B,253047000,183597375,69449624,0,0
P05,2023-08,Spa&Event,596747000,328210850,268536150,0,0
P05,2023-08,Overall,3525325000,1260956905,2264368094,789672800,1474695294
P05,2023-09,Room,2040760000,571412800,1469347200,0,0
P05,2023-09,F&B,201754000,169094980,32659019,0,0
P05,2023-09,Spa&Event,386780000,212729000,174050999,0,0
P05,2023-09,Overall,2629294000,953236780,1676057219,588961856,1087095363
P05,2023-10,Room,2211991000,619357480,1592633520,0,0
P05,2023-10,F&B,209523000,171719673,37803326,0,0
P05,2023-10,Spa&Event,487918000,268354900,219563099,0,0
P05,2023-10,Overall,2909432000,1059432053,1849999946,651712768,1198287178
P05,2023-11,Room,2394292000,670401760,1723890240,0,0
P05,2023-11,F&B,214554000,172822755,41731244,0,0
P05,2023-11,Spa&Event,482548000,265401400,217146599,0,0
P05,2023-11,Overall,3091394000,1108625915,1982768084,692472256,1290295828
P05,2023-12,Room,3558027000,996247560,2561779440,0,0
P05,2023-12,F&B,322090000,208290614,113799385,0,0
P05,2023-12,Spa&Event,470995000,259047250,211947749,0,0
P05,2023-12,Overall,4351112000,1463585424,2887526575,974649088,1912877487
P05,2024-01,Room,3303087000,924864360,2378222640,0,0
P05,2024-01,F&B,281361000,167223099,114137900,0,0
P05,2024-01,Spa&Event,551708000,303439400,248268600,0,0
P05,2024-01,Overall,4136156000,1395526859,2740629140,926498944,1814130196
P05,2024-02,Room,1833636000,513418080,1320217920,0,0
P05,2024-02,F&B,173286000,130491096,42794903,0,0
P05,2024-02,Spa&Event,432441000,237842550,194598449,0,0
P05,2024-02,Overall,2439363000,881751726,1557611273,546417312,1011193961
P05,2024-03,Room,2256943000,631944040,1624998960,0,0
P05,2024-03,F&B,208668000,195518948,13149051,0,0
P05,2024-03,Spa&Event,394515000,216983250,177531749,0,0
P05,2024-03,Overall,2860126000,1044446238,1815679761,640668224,1175011537
P05,2024-04,Room,2470168000,691647040,1778520960,0,0
P05,2024-04,F&B,221510000,147387787,74122212,0,0
P05,2024-04,Spa&Event,352000000,193600000,158399999,0,0
P05,2024-04,Overall,3043678000,1032634827,2011043172,681783872,1329259300
P05,2024-05,Room,2634701000,737716280,1896984720,0,0
P05,2024-05,F&B,240752000,154926684,85825315,0,0
P05,2024-05,Spa&Event,571676000,314421800,257254200,0,0
P05,2024-05,Overall,3447129000,1207064764,2240064235,772156896,1467907339
P05,2024-06,Room,2938039000,822650920,2115388080,0,0
P05,2024-06,F&B,273971000,167317767,106653232,0,0
P05,2024-06,Spa&Event,295190000,162354500,132835500,0,0
P05,2024-06,Overall,3507200000,1152323187,2354876812,785612800,1569264012
P05,2024-07,Room,3568978000,999313840,2569664160,0,0
P05,2024-07,F&B,312498000,178364370,134133629,0,0
P05,2024-07,Spa&Event,623196000,342757800,280438200,0,0
P05,2024-07,Overall,4504672000,1520436010,2984235989,1009046528,1975189461
P05,2024-08,Room,2809981000,786794680,2023186320,0,0
P05,2024-08,F&B,241522000,155556709,85965290,0,0
P05,2024-08,Spa&Event,428438000,235640900,192797099,0,0
P05,2024-08,Overall,3479941000,1177992289,2301948710,779506784,1522441926
P05,2024-09,Room,1914902000,536172560,1378729440,0,0
P05,2024-09,F&B,197189000,142482706,54706293,0,0
P05,2024-09,Spa&Event,762546000,419400300,343145699,0,0
P05,2024-09,Overall,2874637000,1098055566,1776581433,643918688,1132662745
P05,2024-10,Room,2357974000,660232720,1697741280,0,0
P05,2024-10,F&B,214323000,150470897,63852102,0,0
P05,2024-10,Spa&Event,740520000,407286000,333233999,0,0
P05,2024-10,Overall,3312817000,1217989617,2094827382,742071008,1352756374
P05,2024-11,Room,2589908000,725174240,1864733760,0,0
P05,2024-11,F&B,239089000,158590920,80498079,0,0
P05,2024-11,Spa&Event,901369000,495752950,405616049,0,0
P05,2024-11,Overall,3730366000,1379518110,2350847889,835601984,1515245905
P05,2024-12,Room,3600067000,1008018760,2592048240,0,0
P05,2024-12,F&B,302019000,177066813,124952186,0,0
P05,2024-12,Spa&Event,673460000,370403000,303056999,0,0
P05,2024-12,Overall,4575546000,1555488573,3020057426,1024922304,1995135122
P05,2025-01,Room,3470701000,971796280,2498904720,0,0
P05,2025-01,F&B,299320000,179605092,119714907,0,0
P05,2025-01,Spa&Event,461622000,253892100,207729899,0,0
P05,2025-01,Overall,4231643000,1405293472,2826349527,947888032,1878461495
P05,2025-02,Room,1872367000,524262760,1348104240,0,0
P05,2025-02,F&B,183524000,140025756,43498243,0,0
P05,2025-02,Spa&Event,373472000,205409600,168062399,0,0
P05,2025-02,Overall,2429363000,869698116,1559664883,544177312,1015487571
P05,2025-03,Room,2359003000,660520840,1698482160,0,0
P05,2025-03,F&B,212327000,211137485,1189514,0,0
P05,2025-03,Spa&Event,378603000,208231650,170371349,0,0
P05,2025-03,Overall,2949933000,1079889975,1870043024,660784992,1209258032
P05,2025-04,Room,2621877000,734125560,1887751440,0,0
P05,2025-04,F&B,239482000,163434098,76047901,0,0
P05,2025-04,Spa&Event,289763000,159369650,130393350,0,0
P05,2025-04,Overall,3151122000,1056929308,2094192691,705851328,1388341363
P05,2025-05,Room,2885735000,808005800,2077729200,0,0
P05,2025-05,F&B,239677000,160635189,79041810,0,0
P05,2025-05,Spa&Event,1008747000,554810850,453936150,0,0
P05,2025-05,Overall,4134159000,1523451839,2610707160,926051616,1684655544
P05,2025-06,Room,3191935000,893741800,2298193200,0,0
P05,2025-06,F&B,265419000,168552223,96866776,0,0
P05,2025-06,Spa&Event,651170000,358143500,293026500,0,0
P05,2025-06,Overall,4108524000,1420437523,2688086476,920309376,1767777100
P05,2025-07,Room,3534988000,989796640,2545191360,0,0
P05,2025-07,F&B,303912000,187485937,116426062,0,0
P05,2025-07,Spa&Event,812665000,446965750,365699249,0,0
P05,2025-07,Overall,4651565000,1624248327,3027316672,1041950560,1985366112
P05,2025-08,Room,2871345000,803976600,2067368400,0,0
P05,2025-08,F&B,270480000,174369043,96110956,0,0
P05,2025-08,Spa&Event,574625000,316043750,258581250,0,0
P05,2025-08,Overall,3716450000,1294389393,2422060606,832484800,1589575806
P05,2025-09,Room,2237203000,626416840,1610786160,0,0
P05,2025-09,F&B,217232000,156226480,61005519,0,0
P05,2025-09,Spa&Event,265339000,145936450,119402550,0,0
P05,2025-09,Overall,2719774000,928579770,1791194229,609229376,1181964853
P05,2025-10,Room,2343236000,656106080,1687129920,0,0
P05,2025-10,F&B,220709000,158954304,61754695,0,0
P05,2025-10,Spa&Event,478509000,263179950,215329049,0,0
P05,2025-10,Overall,3042454000,1078240334,1964213665,681509696,1282703969
P05,2025-11,Room,2502586000,700724080,1801861920,0,0
P05,2025-11,F&B,233631000,164817210,68813789,0,0
P05,2025-11,Spa&Event,661821000,364001550,297819450,0,0
P05,2025-11,Overall,3398038000,1229542840,2168495159,761160512,1407334647
P05,2025-12,Room,3892152000,1089802560,2802349440,0,0
P05,2025-12,F&B,315936000,195545824,120390175,0,0
P05,2025-12,Spa&Event,842315000,463273250,379041749,0,0
P05,2025-12,Overall,5050403000,1748621634,3301781365,1131290272,2170491093
P05,2026-01,Room,3592652000,1005942560,2586709440,0,0
P05,2026-01,F&B,293139000,182147590,110991409,0,0
P05,2026-01,Spa&Event,431781000,237479550,194301449,0,0
P05,2026-01,Overall,4317572000,1425569700,2892002299,967136128,1924866171
P05,2026-02,Room,2057387000,576068360,1481318640,0,0
P05,2026-02,F&B,185060000,149898284,35161715,0,0
P05,2026-02,Spa&Event,427006000,234853300,192152699,0,0
P05,2026-02,Overall,2669453000,960819944,1708633055,597957472,1110675583
P05,2026-03,Room,2178443000,650481391,1527961608,0,0
P05,2026-03,F&B,203735000,222124257,-18389257,0,0
P05,2026-03,Spa&Event,416861000,229273550,187587449,0,0
P05,2026-03,Overall,2799039000,1101879199,1697159800,626984736,1070175064
P05,2026-04,Room,2558337000,716334360,1842002640,0,0
P05,2026-04,F&B,231084000,169732410,61351589,0,0
P05,2026-04,Spa&Event,510045000,280524750,229520250,0,0
P05,2026-04,Overall,3299466000,1166591520,2132874479,739080384,1393794095
P05,2026-05,Room,2893911000,810295080,2083615920,0,0
P05,2026-05,F&B,261113000,181128798,79984201,0,0
P05,2026-05,Spa&Event,508797000,279838350,228958650,0,0
P05,2026-05,Overall,3663821000,1271262228,2392558771,820695904,1571862867
P05,2026-06,Room,3084912000,863775360,2221136640,0,0
P05,2026-06,F&B,279968000,187397350,92570649,0,0
P05,2026-06,Spa&Event,676691000,372180050,304510949,0,0
P05,2026-06,Overall,4041571000,1423352760,2618218239,905311904,1712906335
P06,2023-07,Corporate Overhead,0,408114000,-408114000,0,-408114000
P06,2023-08,Corporate Overhead,0,407218000,-407218000,0,-407218000
P06,2023-09,Corporate Overhead,0,405918000,-405918000,0,-405918000
P06,2023-10,Corporate Overhead,0,419061000,-419061000,0,-419061000
P06,2023-11,Corporate Overhead,0,407322000,-407322000,0,-407322000
P06,2023-12,Corporate Overhead,0,408935000,-408935000,0,-408935000
P06,2024-01,Corporate Overhead,0,421935000,-421935000,0,-421935000
P06,2024-02,Corporate Overhead,0,418354000,-418354000,0,-418354000
P06,2024-03,Corporate Overhead,0,794888000,-794888000,0,-794888000
P06,2024-04,Corporate Overhead,0,412438000,-412438000,0,-412438000
P06,2024-05,Corporate Overhead,0,412523000,-412523000,0,-412523000
P06,2024-06,Corporate Overhead,0,415798000,-415798000,0,-415798000
P06,2024-07,Corporate Overhead,0,437451000,-437451000,0,-437451000
P06,2024-08,Corporate Overhead,0,449960000,-449960000,0,-449960000
P06,2024-09,Corporate Overhead,0,442844000,-442844000,0,-442844000
P06,2024-10,Corporate Overhead,0,455039000,-455039000,0,-455039000
P06,2024-11,Corporate Overhead,0,440973000,-440973000,0,-440973000
P06,2024-12,Corporate Overhead,0,563394000,-563394000,0,-563394000
P06,2025-01,Corporate Overhead,0,657629000,-657629000,0,-657629000
P06,2025-02,Corporate Overhead,0,655244000,-655244000,0,-655244000
P06,2025-03,Corporate Overhead,0,1120496000,-1120496000,0,-1120496000
P06,2025-04,Corporate Overhead,0,706116000,-706116000,0,-706116000
P06,2025-05,Corporate Overhead,0,693248000,-693248000,0,-693248000
P06,2025-06,Corporate Overhead,0,670295000,-670295000,0,-670295000
P06,2025-07,Corporate Overhead,0,670248000,-670248000,0,-670248000
P06,2025-08,Corporate Overhead,0,683188000,-683188000,0,-683188000
P06,2025-09,Corporate Overhead,0,714967000,-714967000,0,-714967000
P06,2025-10,Corporate Overhead,0,690964000,-690964000,0,-690964000
P06,2025-11,Corporate Overhead,0,689445000,-689445000,0,-689445000
P06,2025-12,Corporate Overhead,0,719568000,-719568000,0,-719568000
P06,2026-01,Corporate Overhead,0,685326000,-685326000,0,-685326000
P06,2026-02,Corporate Overhead,0,690408000,-690408000,0,-690408000
P06,2026-03,Corporate Overhead,0,1366113000,-1366113000,0,-1366113000
P06,2026-04,Corporate Overhead,0,715985000,-715985000,0,-715985000
P06,2026-05,Corporate Overhead,0,714640000,-714640000,0,-714640000
P06,2026-06,Corporate Overhead,0,724912000,-724912000,0,-724912000
