property_id,room_type,date,rooms_sold,adr,total_rooms_available,occupancy_rate,revpar
P01,Standard,2025-07-06,39,1053051.0,42,0.9286,977863.0
P01,Standard,2025-07-07,40,1048275.0,42,0.9524,998377.0
P01,Standard,2025-07-08,37,1049811.0,42,0.881,924883.0
P01,Standard,2025-07-09,36,1051083.0,42,0.8571,900883.0
P01,Standard,2025-07-10,32,1053469.0,42,0.7619,802638.0
P01,Standard,2025-07-11,36,1063944.0,42,0.8571,911906.0
P01,Standard,2025-07-12,35,1051714.0,42,0.8333,876393.0
P01,Standard,2025-07-13,33,1055273.0,42,0.7857,829128.0
P01,Standard,2025-07-14,34,1055441.0,42,0.8095,854379.0
P01,Standard,2025-07-15,32,1060062.0,42,0.7619,807661.0
P01,Standard,2025-07-16,33,1056242.0,42,0.7857,829889.0
P01,Standard,2025-07-17,36,1044750.0,42,0.8571,895455.0
P01,Standard,2025-07-18,38,1051105.0,42,0.9048,951040.0
P01,Standard,2025-07-19,35,1046686.0,42,0.8333,872203.0
P01,Standard,2025-07-20,34,1056382.0,42,0.8095,855141.0
P01,Standard,2025-07-21,32,1058344.0,42,0.7619,806352.0
P01,Standard,2025-07-22,33,1064697.0,42,0.7857,836532.0
P01,Standard,2025-07-23,40,1061475.0,42,0.9524,1010949.0
P01,Standard,2025-07-24,37,1056757.0,42,0.881,931003.0
P01,Standard,2025-07-25,40,1053300.0,42,0.9524,1003163.0
P01,Standard,2025-07-26,37,1053297.0,42,0.881,927955.0
P01,Standard,2025-07-27,34,1056294.0,42,0.8095,855070.0
P01,Standard,2025-07-28,34,1054206.0,42,0.8095,853380.0
P01,Standard,2025-07-29,38,1055737.0,42,0.9048,955231.0
P01,Standard,2025-07-30,37,1054378.0,42,0.881,928907.0
P01,Standard,2025-07-31,36,1057750.0,42,0.8571,906598.0
P01,Standard,2025-08-01,39,1023821.0,42,0.9286,950720.0
P01,Standard,2025-08-02,37,983649.0,42,0.881,866595.0
P01,Standard,2025-08-03,36,976583.0,42,0.8571,837029.0
P01,Standard,2025-08-04,32,972875.0,42,0.7619,741233.0
P01,Standard,2025-08-05,32,981594.0,42,0.7619,747876.0
P01,Standard,2025-08-06,32,962750.0,42,0.7619,733519.0
P01,Standard,2025-08-07,28,969607.0,42,0.6667,646437.0
P01,Standard,2025-08-08,35,977286.0,42,0.8333,814372.0
P01,Standard,2025-08-09,35,972086.0,42,0.8333,810039.0
P01,Standard,2025-08-10,31,970355.0,42,0.7381,716219.0
P01,Standard,2025-08-11,33,967394.0,42,0.7857,760081.0
P01,Standard,2025-08-12,33,968091.0,42,0.7857,760629.0
P01,Standard,2025-08-13,34,972235.0,42,0.8095,787024.0
P01,Standard,2025-08-14,32,967344.0,42,0.7619,737019.0
P01,Standard,2025-08-15,38,971816.0,42,0.9048,879299.0
P01,Standard,2025-08-16,38,976447.0,42,0.9048,883489.0
P01,Standard,2025-08-17,34,983382.0,42,0.8095,796048.0
P01,Standard,2025-08-18,34,976265.0,42,0.8095,790287.0
P01,Standard,2025-08-19,30,973267.0,42,0.7143,695205.0
P01,Standard,2025-08-20,32,964875.0,42,0.7619,735138.0
P01,Standard,2025-08-21,33,972303.0,42,0.7857,763938.0
P01,Standard,2025-08-22,37,968081.0,42,0.881,852879.0
P01,Standard,2025-08-23,36,965778.0,42,0.8571,827768.0
P01,Standard,2025-08-24,35,966057.0,42,0.8333,805015.0
P01,Standard,2025-08-25,33,970485.0,42,0.7857,762510.0
P01,Standard,2025-08-26,37,968757.0,42,0.881,853475.0
P01,Standard,2025-08-27,33,967182.0,42,0.7857,759915.0
P01,Standard,2025-08-28,31,970581.0,42,0.7381,716386.0
P01,Standard,2025-08-29,40,965725.0,42,0.9524,919756.0
P01,Standard,2025-08-30,41,966293.0,42,0.9762,943295.0
P01,Standard,2025-08-31,33,964273.0,42,0.7857,757629.0
P01,Standard,2025-09-01,26,922692.0,42,0.619,571146.0
P01,Standard,2025-09-02,26,908615.0,42,0.619,562433.0
P01,Standard,2025-09-03,28,895821.0,42,0.6667,597244.0
P01,Standard,2025-09-04,27,891037.0,42,0.6429,572848.0
P01,Standard,2025-09-05,33,885152.0,42,0.7857,695464.0
P01,Standard,2025-09-06,34,886853.0,42,0.8095,717908.0
P01,Standard,2025-09-07,29,882241.0,42,0.6905,609187.0
P01,Standard,2025-09-08,27,882259.0,42,0.6429,567204.0
P01,Standard,2025-09-09,24,884333.0,42,0.5714,505308.0
P01,Standard,2025-09-10,24,889750.0,42,0.5714,508403.0
P01,Standard,2025-09-11,22,886545.0,42,0.5238,464372.0
P01,Standard,2025-09-12,27,888630.0,42,0.6429,571300.0
P01,Standard,2025-09-13,28,887571.0,42,0.6667,591744.0
P01,Standard,2025-09-14,27,883852.0,42,0.6429,568228.0
P01,Standard,2025-09-15,29,886517.0,42,0.6905,612140.0
P01,Standard,2025-09-16,28,889500.0,42,0.6667,593030.0
P01,Standard,2025-09-17,24,884417.0,42,0.5714,505356.0
P01,Standard,2025-09-18,27,885407.0,42,0.6429,569228.0
P01,Standard,2025-09-19,31,885613.0,42,0.7381,653671.0
P01,Standard,2025-09-20,32,883156.0,42,0.7619,672877.0
P01,Standard,2025-09-21,27,879556.0,42,0.6429,565467.0
P01,Standard,2025-09-22,29,887241.0,42,0.6905,612640.0
P01,Standard,2025-09-23,24,885042.0,42,0.5714,505713.0
P01,Standard,2025-09-24,27,881667.0,42,0.6429,566824.0
P01,Standard,2025-09-25,26,882500.0,42,0.619,546268.0
P01,Standard,2025-09-26,30,878433.0,42,0.7143,627465.0
P01,Standard,2025-09-27,33,886091.0,42,0.7857,696202.0
P01,Standard,2025-09-28,26,883885.0,42,0.619,547125.0
P01,Standard,2025-09-29,28,886964.0,42,0.6667,591339.0
P01,Standard,2025-09-30,29,882448.0,42,0.6905,609330.0
P01,Standard,2025-10-01,26,891615.0,42,0.619,551910.0
P01,Standard,2025-10-02,27,903519.0,42,0.6429,580872.0
P01,Standard,2025-10-03,34,900676.0,42,0.8095,729097.0
P01,Standard,2025-10-04,37,903649.0,42,0.881,796115.0
P01,Standard,2025-10-05,28,901036.0,42,0.6667,600721.0
P01,Standard,2025-10-06,29,895586.0,42,0.6905,618402.0
P01,Standard,2025-10-07,30,899833.0,42,0.7143,642751.0
P01,Standard,2025-10-08,26,904500.0,42,0.619,559886.0
P01,Standard,2025-10-09,27,905333.0,42,0.6429,582039.0
P01,Standard,2025-10-10,30,905100.0,42,0.7143,646513.0
P01,Standard,2025-10-11,31,901194.0,42,0.7381,665171.0
P01,Standard,2025-10-12,27,894222.0,42,0.6429,574895.0
P01,Standard,2025-10-13,29,889103.0,42,0.6905,613926.0
P01,Standard,2025-10-14,31,888742.0,42,0.7381,655980.0
P01,Standard,2025-10-15,27,888556.0,42,0.6429,571253.0
P01,Standard,2025-10-16,32,893969.0,42,0.7619,681115.0
P01,Standard,2025-10-17,33,890758.0,42,0.7857,699869.0
P01,Standard,2025-10-18,33,897303.0,42,0.7857,705011.0
P01,Standard,2025-10-19,28,897107.0,42,0.6667,598101.0
P01,Standard,2025-10-20,25,893760.0,42,0.5952,531966.0
P01,Standard,2025-10-21,22,888636.0,42,0.5238,465468.0
P01,Standard,2025-10-22,27,889889.0,42,0.6429,572110.0
P01,Standard,2025-10-23,28,904071.0,42,0.6667,602744.0
P01,Standard,2025-10-24,30,895633.0,42,0.7143,639751.0
P01,Standard,2025-10-25,40,903100.0,42,0.9524,860112.0
P01,Standard,2025-10-26,28,900929.0,42,0.6667,600649.0
P01,Standard,2025-10-27,23,897696.0,42,0.5476,491578.0
P01,Standard,2025-10-28,26,893231.0,42,0.619,552910.0
P01,Standard,2025-10-29,29,893793.0,42,0.6905,617164.0
P01,Standard,2025-10-30,25,898440.0,42,0.5952,534751.0
P01,Standard,2025-10-31,34,892412.0,42,0.8095,722408.0
P01,Standard,2025-11-01,39,916410.0,42,0.9286,850978.0
P01,Standard,2025-11-02,30,923633.0,42,0.7143,659751.0
P01,Standard,2025-11-03,31,931935.0,42,0.7381,687861.0
P01,Standard,2025-11-04,29,946655.0,42,0.6905,653665.0
P01,Standard,2025-11-05,26,938577.0,42,0.619,580979.0
P01,Standard,2025-11-06,30,932567.0,42,0.7143,666133.0
P01,Standard,2025-11-07,38,938342.0,42,0.9048,849012.0
P01,Standard,2025-11-08,34,938559.0,42,0.8095,759764.0
P01,Standard,2025-11-09,34,942500.0,42,0.8095,762954.0
P01,Standard,2025-11-10,34,938500.0,42,0.8095,759716.0
P01,Standard,2025-11-11,28,943179.0,42,0.6667,628817.0
P01,Standard,2025-11-12,26,939269.0,42,0.619,581408.0
P01,Standard,2025-11-13,28,952321.0,42,0.6667,634912.0
P01,Standard,2025-11-14,33,944212.0,42,0.7857,741867.0
P01,Standard,2025-11-15,35,937629.0,42,0.8333,781326.0
P01,Standard,2025-11-16,34,931647.0,42,0.8095,754168.0
P01,Standard,2025-11-17,30,939467.0,42,0.7143,671061.0
P01,Standard,2025-11-18,31,944903.0,42,0.7381,697433.0
P01,Standard,2025-11-19,28,937107.0,42,0.6667,624769.0
P01,Standard,2025-11-20,29,943724.0,42,0.6905,651641.0
P01,Standard,2025-11-21,33,937545.0,42,0.7857,736629.0
P01,Standard,2025-11-22,36,942028.0,42,0.8571,807412.0
P01,Standard,2025-11-23,27,944259.0,42,0.6429,607064.0
P01,Standard,2025-11-24,31,943903.0,42,0.7381,696695.0
P01,Standard,2025-11-25,26,947115.0,42,0.619,586264.0
P01,Standard,2025-11-26,28,936464.0,42,0.6667,624341.0
P01,Standard,2025-11-27,36,935694.0,42,0.8571,801983.0
P01,Standard,2025-11-28,35,940600.0,42,0.8333,783802.0
P01,Standard,2025-11-29,36,936944.0,42,0.8571,803055.0
P01,Standard,2025-11-30,31,938194.0,42,0.7381,692481.0
P01,Standard,2025-12-01,37,1014919.0,42,0.881,894144.0
P01,Standard,2025-12-02,38,1037316.0,42,0.9048,938564.0
P01,Standard,2025-12-03,37,1055216.0,42,0.881,929645.0
P01,Standard,2025-12-04,37,1050243.0,42,0.881,925264.0
P01,Standard,2025-12-05,34,1058618.0,42,0.8095,856951.0
P01,Standard,2025-12-06,29,1072310.0,42,0.6905,740430.0
P01,Standard,2025-12-07,35,1076029.0,42,0.8333,896655.0
P01,Standard,2025-12-08,34,1075647.0,42,0.8095,870736.0
P01,Standard,2025-12-09,37,1068432.0,42,0.881,941289.0
P01,Standard,2025-12-10,37,1072054.0,42,0.881,944480.0
P01,Standard,2025-12-11,37,1069784.0,42,0.881,942480.0
P01,Standard,2025-12-12,35,1064143.0,42,0.8333,886750.0
P01,Standard,2025-12-13,36,1070972.0,42,0.8571,917930.0
P01,Standard,2025-12-14,35,1071200.0,42,0.8333,892631.0
P01,Standard,2025-12-15,36,1067167.0,42,0.8571,914669.0
P01,Standard,2025-12-16,40,1071700.0,42,0.9524,1020687.0
P01,Standard,2025-12-17,38,1067684.0,42,0.9048,966040.0
P01,Standard,2025-12-18,38,1067000.0,42,0.9048,965422.0
P01,Standard,2025-12-19,38,1068263.0,42,0.9048,966564.0
P01,Standard,2025-12-20,37,1071676.0,42,0.881,944147.0
P01,Standard,2025-12-21,40,1080625.0,42,0.9524,1029187.0
P01,Standard,2025-12-22,37,1074432.0,42,0.881,946575.0
P01,Standard,2025-12-23,34,1063206.0,42,0.8095,860665.0
P01,Standard,2025-12-24,35,1067086.0,42,0.8333,889203.0
P01,Standard,2025-12-25,39,1069256.0,42,0.9286,992911.0
P01,Standard,2025-12-26,39,1069513.0,42,0.9286,993150.0
P01,Standard,2025-12-27,37,1068973.0,42,0.881,941765.0
P01,Standard,2025-12-28,37,1069054.0,42,0.881,941837.0
P01,Standard,2025-12-29,35,1062629.0,42,0.8333,885489.0
P01,Standard,2025-12-30,36,1072417.0,42,0.8571,919169.0
P01,Standard,2025-12-31,36,1073556.0,42,0.8571,920145.0
P01,Standard,2026-01-01,36,1062222.0,42,0.8571,910430.0
P01,Standard,2026-01-02,37,1048703.0,42,0.881,923907.0
P01,Standard,2026-01-03,36,1047472.0,42,0.8571,897788.0
P01,Standard,2026-01-04,37,1045216.0,42,0.881,920835.0
P01,Standard,2026-01-05,39,1041256.0,42,0.9286,966910.0
P01,Standard,2026-01-06,39,1046513.0,42,0.9286,971792.0
P01,Standard,2026-01-07,37,1037595.0,42,0.881,914121.0
P01,Standard,2026-01-08,35,1042200.0,42,0.8333,868465.0
P01,Standard,2026-01-09,37,1047595.0,42,0.881,922931.0
P01,Standard,2026-01-10,39,1039462.0,42,0.9286,965244.0
P01,Standard,2026-01-11,36,1038694.0,42,0.8571,890265.0
P01,Standard,2026-01-12,35,1036971.0,42,0.8333,864108.0
P01,Standard,2026-01-13,36,1038722.0,42,0.8571,890289.0
P01,Standard,2026-01-14,33,1043303.0,42,0.7857,819723.0
P01,Standard,2026-01-15,37,1047676.0,42,0.881,923003.0
P01,Standard,2026-01-16,34,1046294.0,42,0.8095,846975.0
P01,Standard,2026-01-17,35,1052486.0,42,0.8333,877037.0
P01,Standard,2026-01-18,35,1057457.0,42,0.8333,881179.0
P01,Standard,2026-01-19,34,1045559.0,42,0.8095,846380.0
P01,Standard,2026-01-20,37,1045459.0,42,0.881,921049.0
P01,Standard,2026-01-21,36,1054833.0,42,0.8571,904097.0
P01,Standard,2026-01-22,35,1047343.0,42,0.8333,872751.0
P01,Standard,2026-01-23,38,1045500.0,42,0.9048,945968.0
P01,Standard,2026-01-24,36,1040722.0,42,0.8571,892003.0
P01,Standard,2026-01-25,33,1042000.0,42,0.7857,818699.0
P01,Standard,2026-01-26,33,1039545.0,42,0.7857,816771.0
P01,Standard,2026-01-27,37,1045378.0,42,0.881,920978.0
P01,Standard,2026-01-28,35,1044600.0,42,0.8333,870465.0
P01,Standard,2026-01-29,31,1049613.0,42,0.7381,774719.0
P01,Standard,2026-01-30,34,1048500.0,42,0.8095,848761.0
P01,Standard,2026-01-31,36,1048083.0,42,0.8571,898312.0
P01,Standard,2026-02-01,24,1006167.0,42,0.5714,574924.0
P01,Standard,2026-02-02,26,943038.0,42,0.619,583741.0
P01,Standard,2026-02-03,25,909840.0,42,0.5952,541537.0
P01,Standard,2026-02-04,27,903556.0,42,0.6429,580896.0
P01,Standard,2026-02-05,27,895111.0,42,0.6429,575467.0
P01,Standard,2026-02-06,35,889571.0,42,0.8333,741280.0
P01,Standard,2026-02-07,32,885906.0,42,0.7619,674972.0
P01,Standard,2026-02-08,30,891500.0,42,0.7143,636798.0
P01,Standard,2026-02-09,26,888769.0,42,0.619,550148.0
P01,Standard,2026-02-10,27,888815.0,42,0.6429,571419.0
P01,Standard,2026-02-11,28,885250.0,42,0.6667,590196.0
P01,Standard,2026-02-12,29,879379.0,42,0.6905,607211.0
P01,Standard,2026-02-13,29,883828.0,42,0.6905,610283.0
P01,Standard,2026-02-14,31,890000.0,42,0.7381,656909.0
P01,Standard,2026-02-15,29,893379.0,42,0.6905,616878.0
P01,Standard,2026-02-16,32,889500.0,42,0.7619,677710.0
P01,Standard,2026-02-17,29,889069.0,42,0.6905,613902.0
P01,Standard,2026-02-18,28,897071.0,42,0.6667,598077.0
P01,Standard,2026-02-19,27,886963.0,42,0.6429,570229.0
P01,Standard,2026-02-20,36,890500.0,42,0.8571,763248.0
P01,Standard,2026-02-21,30,889867.0,42,0.7143,635632.0
P01,Standard,2026-02-22,27,893111.0,42,0.6429,574181.0
P01,Standard,2026-02-23,28,889929.0,42,0.6667,593316.0
P01,Standard,2026-02-24,26,895115.0,42,0.619,554076.0
P01,Standard,2026-02-25,23,887696.0,42,0.5476,486102.0
P01,Standard,2026-02-26,24,887500.0,42,0.5714,507118.0
P01,Standard,2026-02-27,33,888121.0,42,0.7857,697797.0
P01,Standard,2026-02-28,28,891643.0,42,0.6667,594458.0
P01,Standard,2026-03-01,24,892542.0,42,0.5714,509998.0
P01,Standard,2026-03-02,23,893391.0,42,0.5476,489221.0
P01,Standard,2026-03-03,25,903280.0,42,0.5952,537632.0
P01,Standard,2026-03-04,22,906136.0,42,0.5238,474634.0
P01,Standard,2026-03-05,27,904556.0,42,0.6429,581539.0
P01,Standard,2026-03-06,34,912353.0,42,0.8095,738550.0
P01,Standard,2026-03-07,35,911314.0,42,0.8333,759398.0
P01,Standard,2026-03-08,27,909889.0,42,0.6429,584968.0
P01,Standard,2026-03-09,27,910815.0,42,0.6429,585563.0
P01,Standard,2026-03-10,26,905692.0,42,0.619,560623.0
P01,Standard,2026-03-11,27,913037.0,42,0.6429,586991.0
P01,Standard,2026-03-12,26,909308.0,42,0.619,562862.0
P01,Standard,2026-03-13,31,902516.0,42,0.7381,666147.0
P01,Standard,2026-03-14,32,907062.0,42,0.7619,691091.0
P01,Standard,2026-03-15,27,906074.0,42,0.6429,582515.0
P01,Standard,2026-03-16,26,918654.0,42,0.619,568647.0
P01,Standard,2026-03-17,24,913833.0,42,0.5714,522164.0
P01,Standard,2026-03-18,24,901792.0,42,0.5714,515284.0
P01,Standard,2026-03-19,27,901963.0,42,0.6429,579872.0
P01,Standard,2026-03-20,33,903000.0,42,0.7857,709487.0
P01,Standard,2026-03-21,31,901774.0,42,0.7381,665599.0
P01,Standard,2026-03-22,28,899393.0,42,0.6667,599625.0
P01,Standard,2026-03-23,30,888600.0,42,0.7143,634727.0
P01,Standard,2026-03-24,26,898808.0,42,0.619,556362.0
P01,Standard,2026-03-25,25,897360.0,42,0.5952,534109.0
P01,Standard,2026-03-26,30,900033.0,42,0.7143,642894.0
P01,Standard,2026-03-27,38,896816.0,42,0.9048,811439.0
P01,Standard,2026-03-28,35,902800.0,42,0.8333,752303.0
P01,Standard,2026-03-29,28,901500.0,42,0.6667,601030.0
P01,Standard,2026-03-30,27,902630.0,42,0.6429,580301.0
P01,Standard,2026-03-31,31,903129.0,42,0.7381,666600.0
P01,Standard,2026-04-01,31,926839.0,42,0.7381,684100.0
P01,Standard,2026-04-02,34,944235.0,42,0.8095,764358.0
P01,Standard,2026-04-03,39,946769.0,42,0.9286,879170.0
P01,Standard,2026-04-04,35,950486.0,42,0.8333,792040.0
P01,Standard,2026-04-05,25,942360.0,42,0.5952,560893.0
P01,Standard,2026-04-06,31,948000.0,42,0.7381,699719.0
P01,Standard,2026-04-07,28,948214.0,42,0.6667,632174.0
P01,Standard,2026-04-08,31,949613.0,42,0.7381,700909.0
P01,Standard,2026-04-09,26,949962.0,42,0.619,588026.0
P01,Standard,2026-04-10,35,953400.0,42,0.8333,794468.0
P01,Standard,2026-04-11,33,950939.0,42,0.7857,747153.0
P01,Standard,2026-04-12,28,951036.0,42,0.6667,634056.0
P01,Standard,2026-04-13,28,950536.0,42,0.6667,633722.0
P01,Standard,2026-04-14,30,946633.0,42,0.7143,676180.0
P01,Standard,2026-04-15,30,951800.0,42,0.7143,679871.0
P01,Standard,2026-04-16,32,959094.0,42,0.7619,730734.0
P01,Standard,2026-04-17,34,951412.0,42,0.8095,770168.0
P01,Standard,2026-04-18,36,948333.0,42,0.8571,812816.0
P01,Standard,2026-04-19,33,947879.0,42,0.7857,744749.0
P01,Standard,2026-04-20,33,945212.0,42,0.7857,742653.0
P01,Standard,2026-04-21,33,951273.0,42,0.7857,747415.0
P01,Standard,2026-04-22,28,953893.0,42,0.6667,635960.0
P01,Standard,2026-04-23,30,952500.0,42,0.7143,680371.0
P01,Standard,2026-04-24,38,946684.0,42,0.9048,856560.0
P01,Standard,2026-04-25,31,938774.0,42,0.7381,692909.0
P01,Standard,2026-04-26,24,949208.0,42,0.5714,542377.0
P01,Standard,2026-04-27,23,948957.0,42,0.5476,519649.0
P01,Standard,2026-04-28,30,948300.0,42,0.7143,677371.0
P01,Standard,2026-04-29,30,950533.0,42,0.7143,678966.0
P01,Standard,2026-04-30,30,952667.0,42,0.7143,680490.0
P01,Standard,2026-05-01,38,955579.0,42,0.9048,864608.0
P01,Standard,2026-05-02,33,957000.0,42,0.7857,751915.0
P01,Standard,2026-05-03,26,962308.0,42,0.619,595669.0
P01,Standard,2026-05-04,29,966828.0,42,0.6905,667595.0
P01,Standard,2026-05-05,36,964250.0,42,0.8571,826459.0
P01,Standard,2026-05-06,36,961944.0,42,0.8571,824482.0
P01,Standard,2026-05-07,33,960061.0,42,0.7857,754320.0
P01,Standard,2026-05-08,35,961943.0,42,0.8333,801587.0
P01,Standard,2026-05-09,33,959182.0,42,0.7857,753629.0
P01,Standard,2026-05-10,28,956893.0,42,0.6667,637961.0
P01,Standard,2026-05-11,29,967724.0,42,0.6905,668213.0
P01,Standard,2026-05-12,28,963107.0,42,0.6667,642103.0
P01,Standard,2026-05-13,28,966964.0,42,0.6667,644675.0
P01,Standard,2026-05-14,34,967912.0,42,0.8095,783525.0
P01,Standard,2026-05-15,39,959436.0,42,0.9286,890932.0
P01,Standard,2026-05-16,36,958333.0,42,0.8571,821387.0
P01,Standard,2026-05-17,29,952690.0,42,0.6905,657832.0
P01,Standard,2026-05-18,31,956452.0,42,0.7381,705957.0
P01,Standard,2026-05-19,32,955500.0,42,0.7619,727995.0
P01,Standard,2026-05-20,33,953970.0,42,0.7857,749534.0
P01,Standard,2026-05-21,33,958333.0,42,0.7857,752962.0
P01,Standard,2026-05-22,37,960270.0,42,0.881,845998.0
P01,Standard,2026-05-23,34,961294.0,42,0.8095,778167.0
P01,Standard,2026-05-24,30,959267.0,42,0.7143,685204.0
P01,Standard,2026-05-25,31,961742.0,42,0.7381,709862.0
P01,Standard,2026-05-26,30,954200.0,42,0.7143,681585.0
P01,Standard,2026-05-27,22,954045.0,42,0.5238,499729.0
P01,Standard,2026-05-28,32,956312.0,42,0.7619,728614.0
P01,Standard,2026-05-29,33,953848.0,42,0.7857,749438.0
P01,Standard,2026-05-30,36,959667.0,42,0.8571,822531.0
P01,Standard,2026-05-31,28,957286.0,42,0.6667,638223.0
P01,Standard,2026-06-01,33,997091.0,42,0.7857,783414.0
P01,Standard,2026-06-02,38,1007026.0,42,0.9048,911157.0
P01,Standard,2026-06-03,35,1012371.0,42,0.8333,843609.0
P01,Standard,2026-06-04,37,1019135.0,42,0.881,897858.0
P01,Standard,2026-06-05,38,1016447.0,42,0.9048,919681.0
P01,Standard,2026-06-06,36,1020167.0,42,0.8571,874385.0
P01,Standard,2026-06-07,35,1027914.0,42,0.8333,856561.0
P01,Standard,2026-06-08,32,1032250.0,42,0.7619,786471.0
P01,Standard,2026-06-09,38,1029553.0,42,0.9048,931540.0
P01,Standard,2026-06-10,37,1017973.0,42,0.881,896834.0
P01,Standard,2026-06-11,32,1019906.0,42,0.7619,777066.0
P01,Standard,2026-06-12,36,1027750.0,42,0.8571,880885.0
P01,Standard,2026-06-13,35,1027114.0,42,0.8333,855894.0
P01,Standard,2026-06-14,35,1026429.0,42,0.8333,855323.0
P01,Standard,2026-06-15,32,1023906.0,42,0.7619,780114.0
P01,Standard,2026-06-16,32,1025312.0,42,0.7619,781185.0
P01,Standard,2026-06-17,35,1017800.0,42,0.8333,848133.0
P01,Standard,2026-06-18,37,1011757.0,42,0.881,891358.0
P01,Standard,2026-06-19,38,1013342.0,42,0.9048,916872.0
P01,Standard,2026-06-20,37,1014784.0,42,0.881,894025.0
P01,Standard,2026-06-21,36,1015278.0,42,0.8571,870195.0
P01,Standard,2026-06-22,35,1016171.0,42,0.8333,846775.0
P01,Standard,2026-06-23,35,1023800.0,42,0.8333,853133.0
P01,Standard,2026-06-24,36,1023667.0,42,0.8571,877385.0
P01,Standard,2026-06-25,34,1020324.0,42,0.8095,825952.0
P01,Standard,2026-06-26,34,1016882.0,42,0.8095,823166.0
P01,Standard,2026-06-27,37,1016162.0,42,0.881,895239.0
P01,Standard,2026-06-28,36,1014556.0,42,0.8571,869576.0
P01,Standard,2026-06-29,37,1021135.0,42,0.881,899620.0
P01,Standard,2026-06-30,35,1016743.0,42,0.8333,847252.0
P01,Suite,2023-07-01,16,3137312.0,18,0.8889,2788757.0
P01,Suite,2023-07-02,14,3099357.0,18,0.7778,2410680.0
P01,Suite,2023-07-03,15,3113400.0,18,0.8333,2594396.0
P01,Suite,2023-07-04,16,3118875.0,18,0.8889,2772368.0
P01,Suite,2023-07-05,15,3116933.0,18,0.8333,2597340.0
P01,Suite,2023-07-06,16,3100812.0,18,0.8889,2756312.0
P01,Suite,2023-07-07,17,3112353.0,18,0.9444,2939306.0
P01,Suite,2023-07-08,18,3111722.0,18,1.0,3111722.0
P01,Suite,2023-07-09,15,3117733.0,18,0.8333,2598007.0
P01,Suite,2023-07-10,15,3127400.0,18,0.8333,2606062.0
P01,Suite,2023-07-11,13,3133308.0,18,0.7222,2262875.0
P01,Suite,2023-07-12,14,3129857.0,18,0.7778,2434403.0
P01,Suite,2023-07-13,15,3119000.0,18,0.8333,2599063.0
P01,Suite,2023-07-14,16,3091812.0,18,0.8889,2748312.0
P01,Suite,2023-07-15,16,3104438.0,18,0.8889,2759535.0
P01,Suite,2023-07-16,14,3116929.0,18,0.7778,2424347.0
P01,Suite,2023-07-17,14,3151857.0,18,0.7778,2451514.0
P01,Suite,2023-07-18,16,3109312.0,18,0.8889,2763867.0
P01,Suite,2023-07-19,14,3107286.0,18,0.7778,2416847.0
P01,Suite,2023-07-20,13,3115923.0,18,0.7222,2250320.0
P01,Suite,2023-07-21,16,3157250.0,18,0.8889,2806480.0
P01,Suite,2023-07-22,16,3169938.0,18,0.8889,2817758.0
P01,Suite,2023-07-23,15,3149533.0,18,0.8333,2624506.0
P01,Suite,2023-07-24,12,3112667.0,18,0.6667,2075215.0
P01,Suite,2023-07-25,13,3090692.0,18,0.7222,2232098.0
P01,Suite,2023-07-26,14,3100286.0,18,0.7778,2411402.0
P01,Suite,2023-07-27,14,3085857.0,18,0.7778,2400180.0
P01,Suite,2023-07-28,17,3104824.0,18,0.9444,2932196.0
P01,Suite,2023-07-29,18,3105944.0,18,1.0,3105944.0
P01,Suite,2023-07-30,16,3100375.0,18,0.8889,2755923.0
P01,Suite,2023-07-31,14,3109214.0,18,0.7778,2418347.0
P01,Suite,2023-08-01,13,3057385.0,18,0.7222,2208043.0
P01,Suite,2023-08-02,13,2981846.0,18,0.7222,2153489.0
P01,Suite,2023-08-03,13,2929000.0,18,0.7222,2115324.0
P01,Suite,2023-08-04,17,2909412.0,18,0.9444,2747649.0
P01,Suite,2023-08-05,15,2901267.0,18,0.8333,2417626.0
P01,Suite,2023-08-06,13,2896538.0,18,0.7222,2091880.0
P01,Suite,2023-08-07,13,2902692.0,18,0.7222,2096324.0
P01,Suite,2023-08-08,12,2896583.0,18,0.6667,1931152.0
P01,Suite,2023-08-09,13,2859923.0,18,0.7222,2065436.0
P01,Suite,2023-08-10,13,2858692.0,18,0.7222,2064547.0
P01,Suite,2023-08-11,15,2856800.0,18,0.8333,2380571.0
P01,Suite,2023-08-12,15,2840200.0,18,0.8333,2366739.0
P01,Suite,2023-08-13,12,2877000.0,18,0.6667,1918096.0
P01,Suite,2023-08-14,11,2857545.0,18,0.6111,1746246.0
P01,Suite,2023-08-15,10,2903100.0,18,0.5556,1612962.0
P01,Suite,2023-08-16,13,2881769.0,18,0.7222,2081214.0
P01,Suite,2023-08-17,13,2898231.0,18,0.7222,2093102.0
P01,Suite,2023-08-18,14,2888571.0,18,0.7778,2246731.0
P01,Suite,2023-08-19,14,2873786.0,18,0.7778,2235231.0
P01,Suite,2023-08-20,14,2845357.0,18,0.7778,2213119.0
P01,Suite,2023-08-21,12,2845417.0,18,0.6667,1897040.0
P01,Suite,2023-08-22,12,2877833.0,18,0.6667,1918651.0
P01,Suite,2023-08-23,13,2886462.0,18,0.7222,2084603.0
P01,Suite,2023-08-24,13,2878385.0,18,0.7222,2078770.0
P01,Suite,2023-08-25,15,2855133.0,18,0.8333,2379182.0
P01,Suite,2023-08-26,11,2855000.0,18,0.6111,1744690.0
