review_id,employee_id,review_period,score,notes
PR00756,E0150,2025-S2,3.75,"Kinerja baik, memenuhi target"
PR00757,E0150,2026-S1,3.61,Stabil dan dapat diandalkan
PR00758,E0151,2023-S2,3.11,"Kinerja cukup, ada ruang perbaikan"
PR00759,E0151,2024-S1,3.56,Stabil dan dapat diandalkan
PR00760,E0151,2024-S2,3.59,Stabil dan dapat diandalkan
PR00761,E0151,2025-S1,3.55,Perlu sedikit peningkatan di komunikasi tim
PR00762,E0151,2025-S2,3.17,Perlu peningkatan konsistensi
PR00763,E0151,2026-S1,3.62,Stabil dan dapat diandalkan
PR00764,E0152,2023-S2,3.97,Stabil dan dapat diandalkan
PR00765,E0152,2024-S1,3.95,Stabil dan dapat diandalkan
PR00766,E0152,2024-S2,3.69,Stabil dan dapat diandalkan
PR00767,E0152,2025-S1,3.96,Stabil dan dapat diandalkan
PR00768,E0152,2025-S2,3.65,"Kinerja baik, memenuhi target"
PR00769,E0152,2026-S1,3.54,Stabil dan dapat diandalkan
PR00770,E0153,2023-S2,3.81,Perlu sedikit peningkatan di komunikasi tim
PR00771,E0153,2024-S1,3.76,Stabil dan dapat diandalkan
PR00772,E0153,2024-S2,3.79,Stabil dan dapat diandalkan
PR00773,E0153,2025-S1,3.92,Perlu sedikit peningkatan di komunikasi tim
PR00774,E0153,2025-S2,4.24,"Kinerja baik, memenuhi target"
PR00775,E0153,2026-S1,3.92,Stabil dan dapat diandalkan
PR00776,E0154,2023-S2,4.8,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR00777,E0154,2024-S1,4.84,"Sangat diandalkan tim, guest feedback positif"
PR00778,E0154,2024-S2,4.84,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR00779,E0154,2025-S1,4.62,"Sangat diandalkan tim, guest feedback positif"
PR00780,E0154,2025-S2,4.56,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR00781,E0154,2026-S1,4.94,"Sangat diandalkan tim, guest feedback positif"
PR00782,E0155,2024-S1,3.38,Beberapa target belum tercapai
PR00783,E0155,2024-S2,3.24,Beberapa target belum tercapai
PR00784,E0155,2025-S1,3.39,Beberapa target belum tercapai
PR00785,E0155,2025-S2,3.24,"Kinerja cukup, ada ruang perbaikan"
PR00786,E0155,2026-S1,3.5,Stabil dan dapat diandalkan
PR00787,E0156,2023-S2,3.35,"Kinerja cukup, ada ruang perbaikan"
PR00788,E0156,2024-S1,3.24,"Kinerja cukup, ada ruang perbaikan"
PR00789,E0156,2024-S2,2.79,Beberapa target belum tercapai
PR00790,E0156,2025-S1,3.06,Beberapa target belum tercapai
PR00791,E0156,2025-S2,3.02,"Kinerja cukup, ada ruang perbaikan"
PR00792,E0156,2026-S1,3.1,Beberapa target belum tercapai
PR00793,E0158,2023-S2,3.12,"Kinerja cukup, ada ruang perbaikan"
PR00794,E0159,2023-S2,3.4,Perlu peningkatan konsistensi
PR00795,E0159,2024-S1,3.34,Beberapa target belum tercapai
PR00796,E0159,2024-S2,3.5,Stabil dan dapat diandalkan
PR00797,E0159,2025-S1,3.63,Perlu sedikit peningkatan di komunikasi tim
PR00798,E0159,2025-S2,3.52,Perlu sedikit peningkatan di komunikasi tim
PR00799,E0159,2026-S1,3.58,"Kinerja baik, memenuhi target"
PR00800,E0160,2023-S2,4.12,"Kinerja baik, memenuhi target"
PR00801,E0160,2024-S1,4.06,"Kinerja baik, memenuhi target"
PR00802,E0160,2024-S2,4.27,Stabil dan dapat diandalkan
PR00803,E0160,2025-S1,3.96,Perlu sedikit peningkatan di komunikasi tim
PR00804,E0160,2025-S2,3.97,Stabil dan dapat diandalkan
PR00805,E0160,2026-S1,4.11,Perlu sedikit peningkatan di komunikasi tim
PR00806,E0161,2023-S2,2.96,Perlu peningkatan konsistensi
PR00807,E0161,2024-S1,2.74,Beberapa target belum tercapai
PR00808,E0161,2024-S2,3.2,"Kinerja cukup, ada ruang perbaikan"
PR00809,E0161,2025-S1,2.87,Perlu peningkatan konsistensi
PR00810,E0161,2025-S2,3.22,"Kinerja cukup, ada ruang perbaikan"
PR00811,E0161,2026-S1,2.63,Beberapa target belum tercapai
PR00812,E0162,2023-S2,3.21,Beberapa target belum tercapai
PR00813,E0162,2024-S1,3.33,Beberapa target belum tercapai
PR00814,E0162,2024-S2,3.38,"Kinerja cukup, ada ruang perbaikan"
PR00815,E0162,2025-S1,3.29,"Kinerja cukup, ada ruang perbaikan"
PR00816,E0162,2025-S2,2.91,Perlu peningkatan konsistensi
PR00817,E0162,2026-S1,3.01,Beberapa target belum tercapai
PR00818,E0163,2023-S2,3.48,"Kinerja cukup, ada ruang perbaikan"
PR00819,E0163,2024-S1,3.07,Perlu peningkatan konsistensi
PR00820,E0163,2024-S2,3.07,"Kinerja cukup, ada ruang perbaikan"
PR00821,E0163,2025-S1,3.19,Perlu peningkatan konsistensi
PR00822,E0163,2025-S2,3.19,"Kinerja cukup, ada ruang perbaikan"
PR00823,E0163,2026-S1,3.04,Beberapa target belum tercapai
PR00824,E0164,2023-S2,3.43,"Kinerja cukup, ada ruang perbaikan"
PR00825,E0164,2024-S1,3.67,Stabil dan dapat diandalkan
PR00826,E0164,2024-S2,3.39,Perlu peningkatan konsistensi
PR00827,E0164,2025-S1,3.28,Perlu peningkatan konsistensi
PR00828,E0164,2025-S2,3.42,Perlu peningkatan konsistensi
PR00829,E0164,2026-S1,3.47,Beberapa target belum tercapai
PR00830,E0165,2023-S2,2.53,Beberapa target belum tercapai
PR00831,E0165,2024-S1,2.42,Beberapa keluhan terkait kedisiplinan
PR00832,E0165,2024-S2,2.43,Perlu evaluasi lebih lanjut
PR00833,E0165,2025-S1,2.36,Perlu evaluasi lebih lanjut
PR00834,E0166,2023-S2,3.15,Perlu peningkatan konsistensi
PR00835,E0166,2024-S1,3.3,Perlu peningkatan konsistensi
PR00836,E0166,2024-S2,3.17,Perlu peningkatan konsistensi
PR00837,E0166,2025-S1,3.15,"Kinerja cukup, ada ruang perbaikan"
PR00838,E0166,2025-S2,3.19,"Kinerja cukup, ada ruang perbaikan"
PR00839,E0166,2026-S1,3.0,Beberapa target belum tercapai
PR00840,E0167,2023-S2,3.67,"Kinerja baik, memenuhi target"
PR00841,E0167,2024-S1,3.58,Stabil dan dapat diandalkan
PR00842,E0167,2024-S2,3.57,Perlu sedikit peningkatan di komunikasi tim
PR00843,E0167,2025-S1,3.7,Perlu sedikit peningkatan di komunikasi tim
PR00844,E0167,2025-S2,3.52,Perlu sedikit peningkatan di komunikasi tim
PR00845,E0167,2026-S1,3.51,Perlu sedikit peningkatan di komunikasi tim
PR00846,E0168,2023-S2,3.58,"Kinerja baik, memenuhi target"
PR00847,E0168,2024-S1,3.99,Stabil dan dapat diandalkan
PR00848,E0168,2024-S2,3.98,Perlu sedikit peningkatan di komunikasi tim
PR00849,E0168,2025-S1,3.83,"Kinerja baik, memenuhi target"
PR00850,E0168,2025-S2,3.45,Perlu peningkatan konsistensi
PR00851,E0168,2026-S1,3.79,Stabil dan dapat diandalkan
PR00852,E0169,2023-S2,3.85,"Kinerja baik, memenuhi target"
PR00853,E0169,2024-S1,4.06,"Kinerja baik, memenuhi target"
PR00854,E0169,2024-S2,4.2,Stabil dan dapat diandalkan
PR00855,E0169,2025-S1,4.17,"Kinerja baik, memenuhi target"
PR00856,E0169,2025-S2,4.05,Stabil dan dapat diandalkan
PR00857,E0169,2026-S1,4.28,"Kinerja baik, memenuhi target"
PR00858,E0170,2025-S2,4.23,Perlu sedikit peningkatan di komunikasi tim
PR00859,E0170,2026-S1,4.04,"Kinerja baik, memenuhi target"
PR00860,E0171,2023-S2,4.17,Perlu sedikit peningkatan di komunikasi tim
PR00861,E0171,2024-S1,4.18,"Kinerja baik, memenuhi target"
PR00862,E0171,2024-S2,3.93,Stabil dan dapat diandalkan
PR00863,E0171,2025-S1,4.2,Perlu sedikit peningkatan di komunikasi tim
PR00864,E0171,2025-S2,4.38,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR00865,E0171,2026-S1,4.19,Stabil dan dapat diandalkan
PR00866,E0172,2023-S2,3.73,Stabil dan dapat diandalkan
PR00867,E0172,2024-S1,3.75,"Kinerja baik, memenuhi target"
PR00868,E0172,2024-S2,3.69,Perlu sedikit peningkatan di komunikasi tim
PR00869,E0172,2025-S1,3.59,"Kinerja baik, memenuhi target"
PR00870,E0172,2025-S2,3.88,"Kinerja baik, memenuhi target"
PR00871,E0172,2026-S1,3.72,Perlu sedikit peningkatan di komunikasi tim
PR00872,E0173,2023-S2,3.27,Beberapa target belum tercapai
PR00873,E0173,2024-S1,3.44,Beberapa target belum tercapai
PR00874,E0173,2024-S2,3.43,Perlu peningkatan konsistensi
PR00875,E0173,2025-S1,3.2,Beberapa target belum tercapai
PR00876,E0173,2025-S2,3.27,"Kinerja cukup, ada ruang perbaikan"
PR00877,E0173,2026-S1,3.61,Perlu sedikit peningkatan di komunikasi tim
PR00878,E0174,2024-S1,3.86,Stabil dan dapat diandalkan
PR00879,E0174,2024-S2,4.15,Perlu sedikit peningkatan di komunikasi tim
PR00880,E0174,2025-S1,3.8,Perlu sedikit peningkatan di komunikasi tim
PR00881,E0174,2025-S2,4.23,Stabil dan dapat diandalkan
PR00882,E0174,2026-S1,4.62,"Sangat diandalkan tim, guest feedback positif"
PR00883,E0175,2023-S2,3.14,Beberapa target belum tercapai
PR00884,E0175,2024-S1,3.14,Beberapa target belum tercapai
PR00885,E0175,2024-S2,3.24,Perlu peningkatan konsistensi
PR00886,E0175,2025-S1,2.99,Beberapa target belum tercapai
PR00887,E0175,2025-S2,3.11,Beberapa target belum tercapai
PR00888,E0175,2026-S1,3.42,"Kinerja cukup, ada ruang perbaikan"
PR00889,E0176,2023-S2,3.42,"Kinerja cukup, ada ruang perbaikan"
PR00890,E0176,2024-S1,3.11,Perlu peningkatan konsistensi
PR00891,E0176,2024-S2,3.43,Beberapa target belum tercapai
PR00892,E0176,2025-S1,3.55,Stabil dan dapat diandalkan
PR00893,E0176,2025-S2,3.29,Perlu peningkatan konsistensi
PR00894,E0176,2026-S1,3.38,Perlu peningkatan konsistensi
PR00895,E0177,2024-S1,3.87,Stabil dan dapat diandalkan
PR00896,E0177,2024-S2,3.86,"Kinerja baik, memenuhi target"
PR00897,E0177,2025-S1,3.85,"Kinerja baik, memenuhi target"
PR00898,E0177,2025-S2,4.17,"Kinerja baik, memenuhi target"
PR00899,E0177,2026-S1,4.36,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR00900,E0178,2023-S2,3.21,Beberapa target belum tercapai
PR00901,E0178,2024-S1,3.21,Beberapa target belum tercapai
PR00902,E0178,2024-S2,3.03,Perlu peningkatan konsistensi
PR00903,E0178,2025-S1,2.92,Beberapa target belum tercapai
PR00904,E0178,2025-S2,3.5,"Kinerja baik, memenuhi target"
PR00905,E0178,2026-S1,3.34,"Kinerja cukup, ada ruang perbaikan"
PR00906,E0179,2023-S2,3.44,Beberapa target belum tercapai
PR00907,E0179,2024-S1,3.39,"Kinerja cukup, ada ruang perbaikan"
PR00908,E0179,2024-S2,3.39,Beberapa target belum tercapai
PR00909,E0179,2025-S1,3.46,"Kinerja cukup, ada ruang perbaikan"
PR00910,E0179,2025-S2,3.24,"Kinerja cukup, ada ruang perbaikan"
PR00911,E0179,2026-S1,2.91,Beberapa target belum tercapai
PR00912,E0180,2023-S2,3.11,Perlu peningkatan konsistensi
PR00913,E0180,2024-S1,3.18,"Kinerja cukup, ada ruang perbaikan"
PR00914,E0180,2024-S2,3.02,Beberapa target belum tercapai
PR00915,E0180,2025-S1,3.44,Perlu peningkatan konsistensi
PR00916,E0180,2025-S2,3.23,Perlu peningkatan konsistensi
PR00917,E0180,2026-S1,2.65,Beberapa target belum tercapai
PR00918,E0181,2023-S2,4.58,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR00919,E0181,2024-S1,4.28,Perlu sedikit peningkatan di komunikasi tim
PR00920,E0181,2024-S2,4.21,Stabil dan dapat diandalkan
PR00921,E0181,2025-S1,4.49,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR00922,E0181,2025-S2,4.17,"Kinerja baik, memenuhi target"
PR00923,E0181,2026-S1,4.41,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR00924,E0182,2026-S1,3.24,"Kinerja cukup, ada ruang perbaikan"
PR00925,E0183,2023-S2,3.41,"Kinerja cukup, ada ruang perbaikan"
PR00926,E0183,2024-S1,3.35,Beberapa target belum tercapai
PR00927,E0183,2024-S2,3.59,Stabil dan dapat diandalkan
PR00928,E0183,2025-S1,3.51,Stabil dan dapat diandalkan
PR00929,E0183,2025-S2,3.51,"Kinerja baik, memenuhi target"
PR00930,E0183,2026-S1,3.48,Perlu peningkatan konsistensi
PR00931,E0184,2023-S2,3.51,Stabil dan dapat diandalkan
PR00932,E0184,2024-S1,3.27,Beberapa target belum tercapai
PR00933,E0184,2024-S2,3.17,Beberapa target belum tercapai
PR00934,E0184,2025-S1,3.2,Beberapa target belum tercapai
PR00935,E0184,2025-S2,2.73,"Kinerja cukup, ada ruang perbaikan"
PR00936,E0184,2026-S1,3.01,"Kinerja cukup, ada ruang perbaikan"
PR00937,E0185,2023-S2,3.3,"Kinerja cukup, ada ruang perbaikan"
PR00938,E0185,2024-S1,3.1,Beberapa target belum tercapai
PR00939,E0185,2024-S2,3.38,Perlu peningkatan konsistensi
PR00940,E0185,2025-S1,3.42,Perlu peningkatan konsistensi
PR00941,E0185,2025-S2,3.28,Beberapa target belum tercapai
PR00942,E0185,2026-S1,3.18,"Kinerja cukup, ada ruang perbaikan"
PR00943,E0186,2023-S2,4.44,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR00944,E0186,2024-S1,4.09,Perlu sedikit peningkatan di komunikasi tim
PR00945,E0186,2024-S2,4.04,Perlu sedikit peningkatan di komunikasi tim
PR00946,E0186,2025-S1,3.95,Perlu sedikit peningkatan di komunikasi tim
PR00947,E0186,2025-S2,4.12,Perlu sedikit peningkatan di komunikasi tim
PR00948,E0186,2026-S1,4.13,Stabil dan dapat diandalkan
PR00949,E0187,2023-S2,4.13,Stabil dan dapat diandalkan
PR00950,E0187,2024-S1,4.38,"Sangat diandalkan tim, guest feedback positif"
PR00951,E0187,2024-S2,3.93,Stabil dan dapat diandalkan
PR00952,E0187,2025-S1,3.87,"Kinerja baik, memenuhi target"
PR00953,E0187,2025-S2,4.42,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR00954,E0187,2026-S1,4.1,"Kinerja baik, memenuhi target"
PR00955,E0188,2025-S1,3.88,Perlu sedikit peningkatan di komunikasi tim
PR00956,E0188,2025-S2,3.7,Stabil dan dapat diandalkan
PR00957,E0188,2026-S1,3.84,Perlu sedikit peningkatan di komunikasi tim
PR00958,E0189,2023-S2,3.11,Perlu peningkatan konsistensi
PR00959,E0189,2024-S1,3.23,Beberapa target belum tercapai
PR00960,E0189,2024-S2,3.41,"Kinerja cukup, ada ruang perbaikan"
PR00961,E0189,2025-S1,3.37,Beberapa target belum tercapai
PR00962,E0189,2025-S2,3.18,Perlu peningkatan konsistensi
PR00963,E0189,2026-S1,3.1,"Kinerja cukup, ada ruang perbaikan"
PR00964,E0191,2023-S2,3.2,"Kinerja cukup, ada ruang perbaikan"
PR00965,E0191,2024-S1,3.41,Beberapa target belum tercapai
PR00966,E0191,2024-S2,3.1,Perlu peningkatan konsistensi
PR00967,E0191,2025-S1,3.23,Beberapa target belum tercapai
PR00968,E0191,2025-S2,3.46,Beberapa target belum tercapai
PR00969,E0191,2026-S1,2.87,"Kinerja cukup, ada ruang perbaikan"
PR00970,E0192,2026-S1,3.17,"Kinerja cukup, ada ruang perbaikan"
PR00971,E0193,2024-S2,3.06,Perlu peningkatan konsistensi
PR00972,E0193,2025-S1,3.09,Beberapa target belum tercapai
PR00973,E0193,2025-S2,3.33,Beberapa target belum tercapai
PR00974,E0193,2026-S1,3.02,"Kinerja cukup, ada ruang perbaikan"
PR00975,E0194,2023-S2,4.22,"Kinerja baik, memenuhi target"
PR00976,E0194,2024-S1,4.04,Perlu sedikit peningkatan di komunikasi tim
PR00977,E0194,2024-S2,4.13,Perlu sedikit peningkatan di komunikasi tim
PR00978,E0194,2025-S1,4.39,"Sangat diandalkan tim, guest feedback positif"
PR00979,E0194,2025-S2,4.44,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR00980,E0194,2026-S1,4.28,Stabil dan dapat diandalkan
PR00981,E0195,2023-S2,3.32,Perlu peningkatan konsistensi
PR00982,E0195,2024-S1,3.45,Perlu peningkatan konsistensi
PR00983,E0195,2024-S2,3.29,"Kinerja cukup, ada ruang perbaikan"
PR00984,E0195,2025-S1,3.18,"Kinerja cukup, ada ruang perbaikan"
PR00985,E0195,2025-S2,3.27,"Kinerja cukup, ada ruang perbaikan"
PR00986,E0195,2026-S1,3.79,Perlu sedikit peningkatan di komunikasi tim
PR00987,E0196,2023-S2,3.29,Perlu peningkatan konsistensi
PR00988,E0196,2024-S1,3.2,Beberapa target belum tercapai
PR00989,E0197,2023-S2,4.11,Stabil dan dapat diandalkan
PR00990,E0197,2024-S1,3.95,Perlu sedikit peningkatan di komunikasi tim
PR00991,E0197,2024-S2,4.46,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR00992,E0197,2025-S1,4.14,Stabil dan dapat diandalkan
PR00993,E0197,2025-S2,3.86,Perlu sedikit peningkatan di komunikasi tim
PR00994,E0197,2026-S1,4.09,Stabil dan dapat diandalkan
PR00995,E0198,2024-S1,4.39,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR00996,E0199,2023-S2,4.27,Stabil dan dapat diandalkan
PR00997,E0199,2024-S1,4.51,"Sangat diandalkan tim, guest feedback positif"
PR00998,E0199,2024-S2,4.13,Perlu sedikit peningkatan di komunikasi tim
PR00999,E0199,2025-S1,4.14,Stabil dan dapat diandalkan
PR01000,E0199,2025-S2,4.54,"Sangat diandalkan tim, guest feedback positif"
PR01001,E0199,2026-S1,4.43,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR01002,E0200,2023-S2,3.53,"Kinerja baik, memenuhi target"
PR01003,E0200,2024-S1,3.31,"Kinerja cukup, ada ruang perbaikan"
PR01004,E0200,2024-S2,3.16,"Kinerja cukup, ada ruang perbaikan"
PR01005,E0200,2025-S1,3.3,Perlu peningkatan konsistensi
PR01006,E0200,2025-S2,3.28,Perlu peningkatan konsistensi
PR01007,E0200,2026-S1,3.42,Perlu peningkatan konsistensi
PR01008,E0201,2023-S2,2.84,Beberapa target belum tercapai
PR01009,E0201,2024-S1,2.29,Perlu evaluasi lebih lanjut
PR01010,E0201,2024-S2,2.85,"Kinerja cukup, ada ruang perbaikan"
PR01011,E0201,2025-S1,2.86,Beberapa target belum tercapai
PR01012,E0201,2025-S2,2.81,Perlu peningkatan konsistensi
PR01013,E0201,2026-S1,2.76,"Kinerja cukup, ada ruang perbaikan"
PR01014,E0202,2024-S1,4.28,Stabil dan dapat diandalkan
PR01015,E0202,2024-S2,4.34,"Sangat diandalkan tim, guest feedback positif"
PR01016,E0202,2025-S1,3.9,Perlu sedikit peningkatan di komunikasi tim
PR01017,E0202,2025-S2,3.85,Stabil dan dapat diandalkan
PR01018,E0202,2026-S1,4.23,Stabil dan dapat diandalkan
PR01019,E0203,2023-S2,3.53,"Kinerja baik, memenuhi target"
PR01020,E0203,2024-S1,4.0,"Kinerja baik, memenuhi target"
PR01021,E0203,2024-S2,3.93,Stabil dan dapat diandalkan
PR01022,E0203,2025-S1,4.05,Stabil dan dapat diandalkan
PR01023,E0203,2025-S2,3.69,Perlu sedikit peningkatan di komunikasi tim
PR01024,E0203,2026-S1,4.23,Perlu sedikit peningkatan di komunikasi tim
PR01025,E0204,2023-S2,4.72,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR01026,E0204,2024-S1,4.17,"Kinerja baik, memenuhi target"
PR01027,E0204,2024-S2,4.59,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR01028,E0204,2025-S1,4.57,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR01029,E0204,2025-S2,4.88,"Sangat diandalkan tim, guest feedback positif"
PR01030,E0204,2026-S1,4.78,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR01031,E0205,2024-S1,4.22,Stabil dan dapat diandalkan
PR01032,E0205,2024-S2,4.37,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR01033,E0205,2025-S1,4.61,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR01034,E0205,2025-S2,4.65,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR01035,E0205,2026-S1,4.32,"Sangat diandalkan tim, guest feedback positif"
PR01036,E0207,2023-S2,4.04,Stabil dan dapat diandalkan
PR01037,E0207,2024-S1,4.34,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR01038,E0207,2024-S2,4.52,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR01039,E0207,2025-S1,4.61,"Sangat diandalkan tim, guest feedback positif"
PR01040,E0207,2025-S2,4.16,"Kinerja baik, memenuhi target"
PR01041,E0207,2026-S1,4.26,Perlu sedikit peningkatan di komunikasi tim
PR01042,E0208,2023-S2,4.11,"Kinerja baik, memenuhi target"
PR01043,E0208,2024-S1,3.26,Beberapa target belum tercapai
PR01044,E0209,2023-S2,3.72,Perlu sedikit peningkatan di komunikasi tim
PR01045,E0209,2024-S1,3.61,Perlu sedikit peningkatan di komunikasi tim
PR01046,E0209,2024-S2,3.41,"Kinerja cukup, ada ruang perbaikan"
PR01047,E0209,2025-S1,3.5,"Kinerja baik, memenuhi target"
PR01048,E0210,2023-S2,4.55,"Sangat diandalkan tim, guest feedback positif"
PR01049,E0210,2024-S1,4.39,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR01050,E0210,2024-S2,4.54,"Sangat diandalkan tim, guest feedback positif"
PR01051,E0210,2025-S1,4.28,"Kinerja baik, memenuhi target"
PR01052,E0210,2025-S2,4.78,"Sangat diandalkan tim, guest feedback positif"
PR01053,E0210,2026-S1,4.55,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR01054,E0211,2025-S2,3.75,Stabil dan dapat diandalkan
PR01055,E0211,2026-S1,4.03,Perlu sedikit peningkatan di komunikasi tim
PR01056,E0212,2023-S2,2.97,"Kinerja cukup, ada ruang perbaikan"
PR01057,E0212,2024-S1,2.69,Beberapa target belum tercapai
PR01058,E0212,2024-S2,3.18,"Kinerja cukup, ada ruang perbaikan"
PR01059,E0212,2025-S1,3.01,"Kinerja cukup, ada ruang perbaikan"
PR01060,E0212,2025-S2,2.86,Beberapa target belum tercapai
PR01061,E0212,2026-S1,2.91,Perlu peningkatan konsistensi
PR01062,E0213,2023-S2,3.75,Perlu sedikit peningkatan di komunikasi tim
PR01063,E0213,2024-S1,3.49,Beberapa target belum tercapai
PR01064,E0213,2024-S2,3.51,"Kinerja baik, memenuhi target"
PR01065,E0213,2025-S1,3.85,"Kinerja baik, memenuhi target"
PR01066,E0213,2025-S2,3.39,"Kinerja cukup, ada ruang perbaikan"
PR01067,E0213,2026-S1,3.86,Perlu sedikit peningkatan di komunikasi tim
PR01068,E0214,2023-S2,3.85,Perlu sedikit peningkatan di komunikasi tim
PR01069,E0214,2024-S1,3.92,Perlu sedikit peningkatan di komunikasi tim
PR01070,E0214,2024-S2,4.22,Stabil dan dapat diandalkan
PR01071,E0214,2025-S1,3.76,Perlu sedikit peningkatan di komunikasi tim
PR01072,E0214,2025-S2,3.7,Perlu sedikit peningkatan di komunikasi tim
PR01073,E0214,2026-S1,3.91,Perlu sedikit peningkatan di komunikasi tim
PR01074,E0215,2023-S2,3.69,"Kinerja baik, memenuhi target"
PR01075,E0215,2024-S1,4.18,Stabil dan dapat diandalkan
PR01076,E0215,2024-S2,4.06,Perlu sedikit peningkatan di komunikasi tim
PR01077,E0215,2025-S1,3.88,Perlu sedikit peningkatan di komunikasi tim
PR01078,E0215,2025-S2,4.09,Stabil dan dapat diandalkan
PR01079,E0215,2026-S1,4.14,Perlu sedikit peningkatan di komunikasi tim
PR01080,E0216,2023-S2,3.92,"Kinerja baik, memenuhi target"
PR01081,E0217,2023-S2,3.53,Stabil dan dapat diandalkan
PR01082,E0217,2024-S1,3.62,Stabil dan dapat diandalkan
PR01083,E0217,2024-S2,2.86,Beberapa target belum tercapai
PR01084,E0218,2023-S2,2.38,Beberapa keluhan terkait kedisiplinan
PR01085,E0218,2024-S1,2.16,"Kinerja di bawah standar, perlu coaching intensif"
PR01086,E0218,2024-S2,2.11,"Kinerja di bawah standar, perlu coaching intensif"
PR01087,E0218,2025-S1,2.22,Beberapa keluhan terkait kedisiplinan
PR01088,E0218,2025-S2,2.25,"Kinerja di bawah standar, perlu coaching intensif"
PR01089,E0218,2026-S1,2.29,Perlu evaluasi lebih lanjut
PR01090,E0219,2023-S2,3.04,"Kinerja cukup, ada ruang perbaikan"
PR01091,E0219,2024-S1,3.33,Beberapa target belum tercapai
PR01092,E0219,2024-S2,3.11,"Kinerja cukup, ada ruang perbaikan"
PR01093,E0219,2025-S1,3.42,"Kinerja cukup, ada ruang perbaikan"
PR01094,E0219,2025-S2,3.16,Perlu peningkatan konsistensi
PR01095,E0219,2026-S1,3.46,Beberapa target belum tercapai
PR01096,E0220,2023-S2,2.8,"Kinerja cukup, ada ruang perbaikan"
PR01097,E0220,2024-S1,2.99,Beberapa target belum tercapai
PR01098,E0220,2024-S2,3.06,Beberapa target belum tercapai
PR01099,E0220,2025-S1,3.11,Beberapa target belum tercapai
PR01100,E0220,2025-S2,3.22,Perlu peningkatan konsistensi
PR01101,E0220,2026-S1,3.08,"Kinerja cukup, ada ruang perbaikan"
PR01102,E0221,2023-S2,4.12,"Kinerja baik, memenuhi target"
PR01103,E0221,2024-S1,4.2,Stabil dan dapat diandalkan
PR01104,E0221,2024-S2,4.21,Perlu sedikit peningkatan di komunikasi tim
PR01105,E0221,2025-S1,3.97,Perlu sedikit peningkatan di komunikasi tim
PR01106,E0222,2025-S1,4.23,Stabil dan dapat diandalkan
PR01107,E0222,2025-S2,4.57,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR01108,E0222,2026-S1,4.63,"Sangat diandalkan tim, guest feedback positif"
PR01109,E0223,2023-S2,4.0,Perlu sedikit peningkatan di komunikasi tim
PR01110,E0223,2024-S1,3.46,Beberapa target belum tercapai
PR01111,E0223,2024-S2,3.4,Perlu peningkatan konsistensi
PR01112,E0223,2025-S1,3.28,Perlu peningkatan konsistensi
PR01113,E0223,2025-S2,3.13,Beberapa target belum tercapai
PR01114,E0223,2026-S1,3.2,Perlu peningkatan konsistensi
PR01115,E0224,2023-S2,3.06,Perlu peningkatan konsistensi
PR01116,E0224,2024-S1,2.65,Perlu peningkatan konsistensi
PR01117,E0224,2024-S2,2.93,Perlu peningkatan konsistensi
PR01118,E0224,2025-S1,2.95,"Kinerja cukup, ada ruang perbaikan"
PR01119,E0224,2025-S2,3.16,Beberapa target belum tercapai
PR01120,E0224,2026-S1,2.87,Perlu peningkatan konsistensi
PR01121,E0225,2023-S2,3.58,Stabil dan dapat diandalkan
PR01122,E0225,2024-S1,3.33,Beberapa target belum tercapai
PR01123,E0225,2024-S2,3.43,"Kinerja cukup, ada ruang perbaikan"
PR01124,E0225,2025-S1,3.55,Perlu sedikit peningkatan di komunikasi tim
PR01125,E0225,2025-S2,3.3,"Kinerja cukup, ada ruang perbaikan"
PR01126,E0225,2026-S1,3.48,"Kinerja cukup, ada ruang perbaikan"
PR01127,E0226,2023-S2,2.34,Perlu evaluasi lebih lanjut
PR01128,E0226,2024-S1,2.42,Beberapa keluhan terkait kedisiplinan
