waste_id,outlet_id,date,ingredient_id,quantity_wasted,reason
WS0019791,OUT006,2025-08-23,ING022,0.446,expired
WS0019792,OUT016,2023-12-30,ING018,0.035,spillage
WS0019793,OUT004,2026-01-28,ING025,0.127,overproduction
WS0019794,OUT005,2024-05-16,ING008,0.02,overproduction
WS0019795,OUT012,2024-12-25,ING024,0.101,overproduction
WS0019796,OUT016,2026-02-28,ING014,0.005,expired
WS0019797,OUT004,2024-09-26,ING018,0.008,spillage
WS0019798,OUT002,2024-11-12,ING026,0.071,expired
WS0019799,OUT005,2023-09-27,ING009,0.065,overproduction
WS0019800,OUT003,2025-11-20,ING022,0.138,overproduction
WS0019801,OUT017,2024-06-14,ING030,0.006,expired
WS0019802,OUT009,2024-05-14,ING016,0.002,overproduction
WS0019803,OUT006,2023-10-17,ING012,0.034,overproduction
WS0019804,OUT003,2024-08-13,ING022,0.113,overproduction
WS0019805,OUT008,2025-02-20,ING003,0.03,expired
WS0019806,OUT016,2023-09-29,ING024,0.162,spillage
WS0019807,OUT013,2025-05-03,ING024,0.117,overproduction
WS0019808,OUT017,2025-01-24,ING029,0.011,expired
WS0019809,OUT010,2025-10-18,ING009,0.013,spillage
WS0019810,OUT012,2025-09-28,ING001,0.158,expired
WS0019811,OUT014,2024-10-02,ING009,0.021,expired
WS0019812,OUT008,2023-11-23,ING018,0.008,overproduction
WS0019813,OUT002,2026-04-26,ING002,0.029,expired
WS0019814,OUT002,2024-03-28,ING028,0.016,overproduction
WS0019815,OUT012,2026-06-17,ING012,0.06,overproduction
WS0019816,OUT002,2025-01-27,ING027,0.342,expired
WS0019817,OUT008,2025-06-10,ING027,0.141,overproduction
WS0019818,OUT017,2025-08-07,ING014,0.009,overproduction
WS0019819,OUT002,2023-12-07,ING018,0.06,overproduction
WS0019820,OUT014,2023-08-23,ING006,0.003,spillage
WS0019821,OUT004,2024-12-29,ING024,0.021,spillage
WS0019822,OUT003,2023-12-28,ING006,0.006,overproduction
WS0019823,OUT011,2024-10-23,ING014,0.002,spillage
WS0019824,OUT007,2024-08-02,ING024,0.338,overproduction
WS0019825,OUT013,2025-09-26,ING010,0.009,overproduction
WS0019826,OUT010,2026-05-11,ING003,0.017,overproduction
WS0019827,OUT008,2024-04-09,ING006,0.006,expired
WS0019828,OUT015,2025-12-17,ING018,0.25,spillage
WS0019829,OUT001,2025-06-17,ING028,0.12,overproduction
WS0019830,OUT010,2024-04-08,ING012,0.01,spillage
WS0019831,OUT009,2024-07-21,ING017,0.003,overproduction
WS0019832,OUT014,2024-02-14,ING005,0.012,expired
WS0019833,OUT015,2024-10-17,ING004,0.023,expired
WS0019834,OUT016,2025-06-30,ING013,0.01,expired
WS0019835,OUT007,2023-12-26,ING027,1.224,spillage
WS0019836,OUT015,2023-07-29,ING013,0.081,overproduction
WS0019837,OUT005,2024-10-06,ING009,0.089,spillage
WS0019838,OUT009,2024-05-07,ING013,0.053,expired
WS0019839,OUT011,2024-01-16,ING016,0.003,overproduction
WS0019840,OUT005,2025-05-28,ING006,0.09,overproduction
WS0019841,OUT011,2026-01-05,ING022,0.108,expired
WS0019842,OUT003,2023-11-24,ING023,0.139,overproduction
WS0019843,OUT016,2024-02-21,ING018,0.037,spillage
WS0019844,OUT015,2025-08-20,ING002,0.044,expired
WS0019845,OUT007,2026-06-30,ING006,0.005,spillage
WS0019846,OUT007,2025-02-10,ING028,0.082,overproduction
WS0019847,OUT011,2026-03-11,ING001,0.011,overproduction
WS0019848,OUT004,2026-04-09,ING022,0.033,overproduction
WS0019849,OUT001,2024-11-09,ING022,0.215,overproduction
WS0019850,OUT016,2024-07-22,ING026,0.009,expired
WS0019851,OUT016,2025-04-26,ING010,0.008,expired
WS0019852,OUT001,2025-03-27,ING027,0.2,overproduction
WS0019853,OUT009,2024-04-18,ING008,0.033,expired
WS0019854,OUT001,2026-05-08,ING030,0.054,overproduction
WS0019855,OUT008,2023-12-27,ING002,0.016,overproduction
WS0019856,OUT017,2026-01-19,ING030,0.001,expired
WS0019857,OUT014,2024-10-18,ING010,0.014,expired
WS0019858,OUT010,2024-05-17,ING022,0.067,overproduction
WS0019859,OUT009,2024-07-15,ING019,0.091,expired
WS0019860,OUT001,2024-03-03,ING002,0.039,spillage
WS0019861,OUT014,2024-11-11,ING021,0.008,expired
WS0019862,OUT007,2025-04-06,ING027,0.46,overproduction
WS0019863,OUT002,2025-12-19,ING020,0.014,expired
WS0019864,OUT012,2023-10-29,ING007,0.024,expired
WS0019865,OUT013,2023-08-29,ING013,0.021,overproduction
WS0019866,OUT015,2023-10-13,ING018,0.239,spillage
WS0019867,OUT016,2024-02-14,ING029,0.006,overproduction
WS0019868,OUT012,2025-03-21,ING019,0.062,overproduction
WS0019869,OUT005,2024-04-30,ING002,0.043,expired
WS0019870,OUT009,2024-11-30,ING007,0.031,overproduction
WS0019871,OUT013,2023-10-19,ING030,0.004,overproduction
WS0019872,OUT005,2024-12-16,ING015,0.033,overproduction
WS0019873,OUT011,2023-11-03,ING006,0.006,expired
WS0019874,OUT003,2025-10-31,ING013,0.021,overproduction
WS0019875,OUT015,2025-11-11,ING005,0.017,overproduction
WS0019876,OUT015,2026-04-12,ING027,0.038,overproduction
WS0019877,OUT004,2026-05-22,ING027,0.022,overproduction
WS0019878,OUT004,2023-10-13,ING025,0.019,overproduction
WS0019879,OUT009,2023-11-17,ING011,0.054,expired
WS0019880,OUT009,2024-03-07,ING016,0.015,spillage
WS0019881,OUT011,2024-12-31,ING016,0.004,spillage
WS0019882,OUT009,2025-06-13,ING010,0.047,overproduction
WS0019883,OUT001,2026-01-27,ING029,0.046,overproduction
WS0019884,OUT012,2024-06-05,ING005,0.018,spillage
WS0019885,OUT011,2025-10-08,ING025,0.015,overproduction
WS0019886,OUT005,2023-12-02,ING027,0.097,expired
WS0019887,OUT006,2025-03-30,ING014,0.028,overproduction
WS0019888,OUT006,2025-03-06,ING013,0.047,overproduction
WS0019889,OUT013,2025-11-25,ING012,0.025,spillage
WS0019890,OUT009,2025-11-20,ING006,0.056,overproduction
WS0019891,OUT010,2025-05-30,ING014,0.016,overproduction
WS0019892,OUT011,2025-03-31,ING012,0.006,overproduction
WS0019893,OUT011,2025-05-09,ING012,0.004,expired
WS0019894,OUT008,2024-04-14,ING011,0.015,overproduction
WS0019895,OUT012,2023-08-07,ING005,0.018,overproduction
WS0019896,OUT007,2023-09-05,ING002,0.029,expired
WS0019897,OUT011,2024-12-08,ING020,0.001,spillage
WS0019898,OUT004,2023-10-30,ING015,0.003,spillage
WS0019899,OUT007,2025-12-02,ING021,0.003,expired
WS0019900,OUT005,2025-06-15,ING015,0.038,overproduction
WS0019901,OUT007,2024-07-31,ING002,0.018,overproduction
WS0019902,OUT004,2024-05-07,ING009,0.008,expired
WS0019903,OUT008,2026-01-01,ING020,0.005,overproduction
WS0019904,OUT009,2024-11-30,ING029,0.026,expired
WS0019905,OUT008,2025-07-03,ING028,0.014,overproduction
WS0019906,OUT001,2026-02-16,ING029,0.026,overproduction
WS0019907,OUT010,2026-03-02,ING003,0.039,expired
WS0019908,OUT003,2024-11-13,ING027,0.313,spillage
WS0019909,OUT008,2025-03-14,ING012,0.01,spillage
WS0019910,OUT013,2023-07-20,ING009,0.009,overproduction
WS0019911,OUT009,2026-06-28,ING005,0.213,spillage
WS0019912,OUT008,2026-03-04,ING002,0.029,overproduction
WS0019913,OUT014,2024-11-29,ING014,0.002,spillage
WS0019914,OUT012,2025-01-16,ING030,0.017,spillage
WS0019915,OUT002,2026-02-20,ING014,0.025,expired
WS0019916,OUT001,2025-12-18,ING018,0.601,spillage
WS0019917,OUT002,2023-08-14,ING022,0.178,spillage
WS0019918,OUT016,2023-12-28,ING013,0.015,expired
WS0019919,OUT012,2024-01-24,ING013,0.116,overproduction
WS0019920,OUT006,2025-07-24,ING028,0.075,spillage
WS0019921,OUT009,2025-12-15,ING010,0.085,overproduction
WS0019922,OUT001,2025-06-25,ING026,0.068,expired
WS0019923,OUT010,2023-09-27,ING009,0.005,spillage
WS0019924,OUT010,2026-02-04,ING030,0.005,spillage
WS0019925,OUT006,2025-09-07,ING014,0.018,overproduction
WS0019926,OUT001,2025-08-27,ING004,0.119,overproduction
WS0019927,OUT001,2024-06-22,ING017,0.009,expired
WS0019928,OUT015,2025-08-28,ING016,0.012,spillage
WS0019929,OUT006,2025-01-10,ING015,0.038,expired
WS0019930,OUT006,2024-07-05,ING018,0.499,overproduction
WS0019931,OUT011,2024-07-05,ING006,0.007,expired
WS0019932,OUT015,2024-03-19,ING004,0.106,overproduction
WS0019933,OUT009,2026-03-02,ING007,0.018,overproduction
WS0019934,OUT006,2023-12-13,ING016,0.027,overproduction
WS0019935,OUT001,2025-06-21,ING001,0.717,overproduction
WS0019936,OUT015,2025-06-30,ING022,0.097,expired
WS0019937,OUT014,2024-05-19,ING011,0.028,expired
WS0019938,OUT001,2025-04-14,ING008,0.026,overproduction
WS0019939,OUT007,2023-08-31,ING030,0.008,overproduction
WS0019940,OUT012,2024-05-01,ING009,0.037,overproduction
WS0019941,OUT010,2026-01-03,ING022,0.162,overproduction
WS0019942,OUT015,2024-12-24,ING018,0.22,spillage
WS0019943,OUT004,2024-07-08,ING027,0.078,overproduction
WS0019944,OUT003,2023-11-03,ING028,0.198,overproduction
WS0019945,OUT013,2024-08-30,ING014,0.024,overproduction
WS0019946,OUT002,2025-04-01,ING003,0.073,overproduction
WS0019947,OUT015,2025-09-21,ING005,0.127,expired
WS0019948,OUT011,2025-07-21,ING027,0.082,overproduction
WS0019949,OUT012,2026-01-16,ING005,0.042,expired
WS0019950,OUT005,2024-06-13,ING015,0.224,expired
WS0019951,OUT008,2025-03-22,ING005,0.007,overproduction
WS0019952,OUT008,2023-12-15,ING018,0.012,overproduction
WS0019953,OUT010,2024-02-21,ING011,0.048,overproduction
WS0019954,OUT008,2023-12-02,ING021,0.003,overproduction
WS0019955,OUT006,2026-03-19,ING003,0.081,expired
WS0019956,OUT010,2023-07-07,ING002,0.032,spillage
WS0019957,OUT007,2024-06-02,ING026,0.139,overproduction
WS0019958,OUT010,2024-08-29,ING012,0.012,expired
WS0019959,OUT006,2025-10-19,ING011,0.068,overproduction
WS0019960,OUT009,2025-10-20,ING020,0.023,expired
WS0019961,OUT008,2025-07-25,ING019,0.018,expired
WS0019962,OUT017,2024-04-04,ING025,0.049,overproduction
WS0019963,OUT008,2025-12-19,ING012,0.007,overproduction
WS0019964,OUT002,2023-10-15,ING015,0.014,expired
WS0019965,OUT007,2024-05-13,ING018,0.131,overproduction
WS0019966,OUT007,2025-10-09,ING014,0.031,overproduction
WS0019967,OUT015,2023-09-26,ING013,0.019,overproduction
WS0019968,OUT005,2026-03-10,ING013,0.092,expired
WS0019969,OUT016,2024-01-05,ING029,0.003,expired
WS0019970,OUT002,2025-02-06,ING014,0.024,expired
WS0019971,OUT004,2026-03-01,ING028,0.006,overproduction
WS0019972,OUT013,2023-10-11,ING007,0.005,expired
WS0019973,OUT010,2026-04-27,ING022,0.088,expired
WS0019974,OUT005,2025-12-26,ING027,0.122,overproduction
WS0019975,OUT009,2023-09-21,ING009,0.031,spillage
WS0019976,OUT011,2026-02-26,ING007,0.002,overproduction
WS0019977,OUT012,2024-09-04,ING018,0.098,overproduction
WS0019978,OUT013,2025-09-27,ING022,0.342,spillage
WS0019979,OUT005,2023-07-28,ING005,0.157,spillage
WS0019980,OUT017,2026-02-12,ING001,0.024,expired
WS0019981,OUT015,2025-10-21,ING021,0.015,expired
WS0019982,OUT002,2024-12-28,ING002,0.045,overproduction
WS0019983,OUT002,2025-11-11,ING018,0.064,spillage
WS0019984,OUT010,2025-07-04,ING020,0.008,overproduction
WS0019985,OUT004,2025-12-11,ING010,0.007,overproduction
WS0019986,OUT001,2026-01-01,ING017,0.008,overproduction
WS0019987,OUT005,2024-02-26,ING022,0.194,overproduction
WS0019988,OUT003,2024-02-11,ING009,0.012,overproduction
WS0019989,OUT006,2023-11-11,ING024,0.352,overproduction
WS0019990,OUT008,2025-12-07,ING010,0.015,expired
WS0019991,OUT005,2024-08-22,ING021,0.006,overproduction
WS0019992,OUT015,2024-11-18,ING005,0.143,overproduction
WS0019993,OUT012,2025-03-22,ING021,0.012,expired
WS0019994,OUT013,2025-03-31,ING016,0.002,expired
WS0019995,OUT006,2025-07-02,ING019,0.264,overproduction
WS0019996,OUT001,2023-09-25,ING027,0.307,overproduction
WS0019997,OUT005,2025-06-21,ING002,0.105,spillage
WS0019998,OUT012,2026-01-13,ING009,0.081,expired
WS0019999,OUT014,2024-01-04,ING009,0.012,overproduction
WS0020000,OUT017,2025-03-31,ING005,0.007,overproduction
WS0020001,OUT005,2025-09-08,ING002,0.054,overproduction
WS0020002,OUT005,2023-12-05,ING022,0.224,overproduction
WS0020003,OUT006,2024-11-19,ING025,0.173,expired
WS0020004,OUT004,2025-02-09,ING005,0.026,overproduction
WS0020005,OUT010,2026-01-18,ING023,0.027,spillage
WS0020006,OUT007,2023-08-30,ING010,0.017,overproduction
WS0020007,OUT003,2025-09-03,ING017,0.004,spillage
WS0020008,OUT007,2025-12-20,ING025,0.199,overproduction
WS0020009,OUT003,2025-12-22,ING003,0.078,expired
WS0020010,OUT002,2023-09-01,ING009,0.027,spillage
WS0020011,OUT005,2023-09-15,ING017,0.008,overproduction
WS0020012,OUT012,2024-03-12,ING017,0.005,expired
WS0020013,OUT006,2024-02-02,ING027,0.996,overproduction
WS0020014,OUT010,2024-09-23,ING016,0.01,overproduction
WS0020015,OUT014,2025-02-22,ING020,0.002,expired
WS0020016,OUT003,2024-01-01,ING023,0.196,overproduction
WS0020017,OUT015,2023-09-16,ING008,0.009,spillage
WS0020018,OUT001,2023-11-28,ING017,0.002,spillage
WS0020019,OUT011,2025-12-21,ING010,0.008,overproduction
WS0020020,OUT017,2026-03-15,ING027,0.014,expired
WS0020021,OUT002,2023-12-09,ING016,0.034,spillage
WS0020022,OUT010,2023-12-06,ING002,0.024,overproduction
WS0020023,OUT016,2025-08-18,ING007,0.011,expired
WS0020024,OUT016,2024-10-29,ING011,0.006,expired
WS0020025,OUT010,2023-12-22,ING014,0.02,spillage
WS0020026,OUT017,2026-01-05,ING025,0.022,spillage
WS0020027,OUT017,2025-06-01,ING019,0.032,overproduction
WS0020028,OUT007,2025-11-08,ING023,0.169,spillage
WS0020029,OUT009,2024-08-23,ING004,0.037,spillage
WS0020030,OUT003,2024-04-19,ING023,0.253,overproduction
WS0020031,OUT013,2023-09-11,ING016,0.011,expired
WS0020032,OUT007,2025-09-25,ING019,0.258,expired
WS0020033,OUT013,2024-08-25,ING029,0.005,expired
WS0020034,OUT007,2025-11-05,ING017,0.014,expired
WS0020035,OUT011,2025-12-13,ING012,0.01,overproduction
WS0020036,OUT004,2023-09-20,ING015,0.008,spillage
WS0020037,OUT010,2023-10-16,ING018,0.01,expired
WS0020038,OUT014,2025-05-30,ING016,0.002,spillage
WS0020039,OUT014,2023-08-29,ING015,0.004,overproduction
WS0020040,OUT014,2026-06-14,ING006,0.007,spillage
WS0020041,OUT010,2025-08-24,ING006,0.004,spillage
WS0020042,OUT001,2024-12-04,ING014,0.018,spillage
WS0020043,OUT014,2025-02-26,ING012,0.004,expired
WS0020044,OUT010,2024-09-05,ING010,0.008,expired
WS0020045,OUT017,2025-09-06,ING030,0.001,spillage
WS0020046,OUT007,2025-02-01,ING028,0.211,spillage
WS0020047,OUT011,2026-02-02,ING010,0.008,overproduction
WS0020048,OUT009,2024-08-17,ING004,0.284,overproduction
WS0020049,OUT015,2024-06-27,ING003,0.364,overproduction
WS0020050,OUT001,2026-04-23,ING005,0.157,overproduction
WS0020051,OUT004,2024-09-29,ING028,0.004,overproduction
WS0020052,OUT012,2024-04-22,ING016,0.012,overproduction
WS0020053,OUT006,2026-03-22,ING017,0.001,overproduction
WS0020054,OUT002,2025-06-05,ING010,0.007,overproduction
WS0020055,OUT002,2025-02-24,ING015,0.008,overproduction
WS0020056,OUT012,2024-11-30,ING029,0.056,expired
WS0020057,OUT016,2024-12-26,ING024,0.047,overproduction
WS0020058,OUT014,2024-12-17,ING002,0.012,overproduction
WS0020059,OUT017,2023-07-04,ING003,0.009,spillage
WS0020060,OUT013,2023-07-27,ING014,0.033,expired
WS0020061,OUT010,2025-06-19,ING019,0.125,expired
WS0020062,OUT002,2024-11-17,ING025,0.097,spillage
WS0020063,OUT003,2023-07-31,ING007,0.012,expired
WS0020064,OUT011,2024-09-19,ING010,0.02,overproduction
WS0020065,OUT014,2025-03-13,ING003,0.03,overproduction
WS0020066,OUT003,2023-07-14,ING017,0.01,overproduction
WS0020067,OUT001,2023-11-17,ING004,0.066,overproduction
WS0020068,OUT012,2025-04-07,ING018,0.162,spillage
WS0020069,OUT011,2023-09-30,ING007,0.004,overproduction
WS0020070,OUT017,2024-06-05,ING013,0.016,overproduction
WS0020071,OUT009,2023-09-12,ING019,0.072,spillage
WS0020072,OUT010,2023-08-24,ING024,0.067,spillage
WS0020073,OUT006,2026-04-12,ING029,0.018,expired
WS0020074,OUT001,2024-09-01,ING007,0.089,expired
WS0020075,OUT011,2026-03-08,ING009,0.005,overproduction
WS0020076,OUT017,2024-02-08,ING027,0.064,overproduction
WS0020077,OUT013,2023-11-30,ING018,0.048,overproduction
WS0020078,OUT016,2023-09-10,ING011,0.002,overproduction
WS0020079,OUT007,2024-02-07,ING012,0.04,spillage
WS0020080,OUT007,2024-11-13,ING016,0.024,overproduction
WS0020081,OUT004,2025-02-21,ING005,0.007,spillage
WS0020082,OUT016,2025-12-19,ING025,0.037,overproduction
WS0020083,OUT001,2026-03-04,ING003,0.339,spillage
WS0020084,OUT013,2023-09-17,ING029,0.012,expired
WS0020085,OUT004,2024-11-24,ING019,0.095,expired
WS0020086,OUT015,2026-05-01,ING007,0.025,overproduction
WS0020087,OUT017,2023-09-23,ING005,0.008,overproduction
WS0020088,OUT008,2025-09-29,ING016,0.001,overproduction
WS0020089,OUT013,2025-12-08,ING028,0.03,overproduction
WS0020090,OUT009,2025-08-07,ING002,0.027,overproduction
WS0020091,OUT009,2023-09-25,ING008,0.01,expired
WS0020092,OUT016,2026-06-25,ING015,0.003,expired
WS0020093,OUT013,2023-08-24,ING014,0.005,expired
WS0020094,OUT012,2023-12-19,ING014,0.036,spillage
WS0020095,OUT003,2024-07-23,ING025,0.116,expired
WS0020096,OUT006,2024-10-08,ING016,0.009,spillage
WS0020097,OUT013,2025-05-20,ING017,0.005,spillage
WS0020098,OUT013,2025-02-26,ING019,0.027,spillage
WS0020099,OUT010,2026-02-20,ING011,0.013,spillage
WS0020100,OUT012,2024-12-07,ING003,0.51,expired
WS0020101,OUT008,2024-06-18,ING030,0.006,expired
WS0020102,OUT010,2025-03-04,ING029,0.007,expired
WS0020103,OUT012,2026-05-26,ING027,0.124,spillage
WS0020104,OUT005,2026-02-07,ING011,0.137,spillage
WS0020105,OUT015,2023-07-20,ING021,0.008,overproduction
WS0020106,OUT009,2026-04-29,ING020,0.01,overproduction
WS0020107,OUT004,2024-11-13,ING015,0.009,overproduction
WS0020108,OUT007,2025-03-12,ING013,0.031,overproduction
WS0020109,OUT016,2024-06-29,ING019,0.03,spillage
WS0020110,OUT006,2025-12-21,ING025,0.077,overproduction
WS0020111,OUT009,2025-03-17,ING016,0.01,overproduction
WS0020112,OUT013,2025-07-08,ING013,0.009,spillage
WS0020113,OUT013,2023-10-08,ING002,0.032,overproduction
WS0020114,OUT016,2024-04-02,ING023,0.011,overproduction
WS0020115,OUT010,2025-03-21,ING024,0.018,expired
WS0020116,OUT012,2024-11-28,ING001,0.117,overproduction
WS0020117,OUT003,2025-11-05,ING014,0.031,overproduction
WS0020118,OUT001,2024-12-16,ING009,0.131,overproduction
WS0020119,OUT006,2023-11-07,ING018,0.084,spillage
WS0020120,OUT008,2024-11-19,ING018,0.021,overproduction
WS0020121,OUT014,2025-10-10,ING016,0.002,overproduction
WS0020122,OUT007,2025-07-18,ING019,0.216,expired
WS0020123,OUT014,2025-07-24,ING010,0.01,expired
WS0020124,OUT013,2026-01-25,ING029,0.011,overproduction
WS0020125,OUT017,2023-10-09,ING005,0.017,spillage
WS0020126,OUT003,2023-08-02,ING028,0.057,overproduction
WS0020127,OUT015,2025-08-02,ING002,0.045,expired
WS0020128,OUT009,2026-01-21,ING006,0.153,expired
WS0020129,OUT003,2024-07-07,ING021,0.008,expired
WS0020130,OUT017,2025-11-29,ING003,0.05,overproduction
WS0020131,OUT010,2026-04-09,ING020,0.003,expired
WS0020132,OUT014,2026-06-06,ING028,0.003,expired
WS0020133,OUT005,2023-09-09,ING003,0.498,overproduction
WS0020134,OUT007,2024-05-14,ING006,0.013,spillage
WS0020135,OUT006,2026-04-15,ING010,0.041,expired
WS0020136,OUT016,2025-01-27,ING030,0.005,overproduction
WS0020137,OUT015,2024-11-14,ING024,0.182,expired
WS0020138,OUT001,2023-09-25,ING016,0.02,expired
WS0020139,OUT001,2026-06-17,ING002,0.086,expired
WS0020140,OUT007,2025-05-25,ING027,0.778,expired
WS0020141,OUT003,2024-02-28,ING023,0.095,spillage
WS0020142,OUT003,2025-10-24,ING026,0.112,overproduction
WS0020143,OUT004,2026-04-04,ING020,0.004,overproduction
WS0020144,OUT010,2026-06-11,ING020,0.004,overproduction
WS0020145,OUT008,2025-10-26,ING024,0.079,overproduction
WS0020146,OUT009,2024-11-20,ING012,0.02,expired
WS0020147,OUT015,2025-12-27,ING024,0.216,overproduction
WS0020148,OUT014,2025-05-21,ING018,0.009,expired
WS0020149,OUT012,2025-04-21,ING009,0.097,overproduction
WS0020150,OUT001,2024-12-03,ING008,0.015,overproduction
WS0020151,OUT016,2023-08-26,ING022,0.022,expired
WS0020152,OUT016,2025-05-22,ING015,0.003,expired
WS0020153,OUT007,2023-09-02,ING020,0.037,expired
WS0020154,OUT007,2025-09-30,ING029,0.012,spillage
WS0020155,OUT008,2025-05-15,ING009,0.016,overproduction
WS0020156,OUT009,2023-11-02,ING019,0.018,overproduction
WS0020157,OUT005,2024-01-07,ING030,0.053,expired
WS0020158,OUT006,2024-01-30,ING011,0.06,expired
WS0020159,OUT001,2025-07-21,ING020,0.042,overproduction
WS0020160,OUT008,2025-01-25,ING020,0.006,overproduction
WS0020161,OUT016,2023-09-15,ING014,0.003,overproduction
WS0020162,OUT003,2026-04-22,ING027,0.4,overproduction
WS0020163,OUT008,2026-02-05,ING002,0.025,spillage
WS0020164,OUT004,2025-08-23,ING006,0.016,expired
WS0020165,OUT009,2025-07-06,ING020,0.043,spillage
WS0020166,OUT006,2026-02-20,ING027,0.796,overproduction
WS0020167,OUT014,2024-04-15,ING027,0.029,overproduction
WS0020168,OUT008,2024-04-12,ING006,0.004,overproduction
WS0020169,OUT013,2024-05-13,ING018,0.046,overproduction
WS0020170,OUT011,2025-11-18,ING003,0.091,overproduction
WS0020171,OUT007,2025-06-28,ING016,0.024,overproduction
WS0020172,OUT012,2025-04-03,ING002,0.051,overproduction
WS0020173,OUT016,2024-10-31,ING030,0.002,expired
WS0020174,OUT003,2025-04-16,ING019,0.071,spillage
WS0020175,OUT006,2024-01-19,ING006,0.009,overproduction
WS0020176,OUT009,2026-02-17,ING014,0.066,spillage
WS0020177,OUT001,2025-12-14,ING026,0.033,overproduction
WS0020178,OUT017,2024-08-26,ING006,0.009,expired
WS0020179,OUT008,2025-02-28,ING007,0.014,overproduction
WS0020180,OUT006,2025-06-15,ING030,0.005,overproduction
WS0020181,OUT003,2025-04-14,ING026,0.017,overproduction
WS0020182,OUT009,2025-10-05,ING004,0.054,overproduction
WS0020183,OUT010,2024-03-20,ING028,0.095,overproduction
WS0020184,OUT010,2025-06-18,ING026,0.019,overproduction
WS0020185,OUT003,2025-08-27,ING028,0.051,overproduction
WS0020186,OUT012,2024-04-17,ING012,0.033,overproduction
WS0020187,OUT012,2024-04-24,ING012,0.053,expired
WS0020188,OUT014,2024-08-23,ING007,0.007,expired
WS0020189,OUT003,2026-02-24,ING019,0.026,overproduction
WS0020190,OUT009,2026-01-22,ING027,0.239,overproduction
WS0020191,OUT012,2026-03-31,ING013,0.026,overproduction
WS0020192,OUT014,2025-07-11,ING013,0.021,overproduction
WS0020193,OUT006,2023-09-03,ING014,0.032,overproduction
WS0020194,OUT002,2025-11-18,ING006,0.004,overproduction
WS0020195,OUT001,2023-07-26,ING011,0.218,expired
WS0020196,OUT013,2024-01-10,ING019,0.068,overproduction
WS0020197,OUT001,2023-08-19,ING003,0.476,overproduction
WS0020198,OUT004,2024-07-14,ING013,0.035,overproduction
WS0020199,OUT001,2025-01-05,ING014,0.092,expired
WS0020200,OUT003,2026-04-17,ING016,0.018,overproduction
WS0020201,OUT004,2025-12-08,ING009,0.022,expired
WS0020202,OUT010,2025-06-30,ING015,0.004,expired
WS0020203,OUT006,2025-01-12,ING006,0.01,spillage
WS0020204,OUT001,2025-12-29,ING007,0.108,overproduction
WS0020205,OUT005,2025-12-27,ING021,0.011,expired
WS0020206,OUT015,2026-01-02,ING024,0.051,expired
WS0020207,OUT007,2025-01-23,ING024,0.047,spillage
WS0020208,OUT007,2024-12-20,ING023,0.075,expired
WS0020209,OUT003,2026-02-04,ING016,0.002,overproduction
WS0020210,OUT007,2024-10-14,ING006,0.005,overproduction
WS0020211,OUT013,2025-12-02,ING009,0.011,spillage
WS0020212,OUT002,2025-09-02,ING025,0.055,expired
WS0020213,OUT002,2026-05-02,ING003,0.101,overproduction
WS0020214,OUT006,2024-04-08,ING003,0.033,expired
WS0020215,OUT012,2024-12-30,ING020,0.027,expired
WS0020216,OUT013,2025-08-16,ING021,0.015,overproduction
WS0020217,OUT007,2024-09-15,ING010,0.036,spillage
WS0020218,OUT003,2023-10-22,ING011,0.014,overproduction
WS0020219,OUT009,2026-02-06,ING007,0.062,overproduction
WS0020220,OUT007,2025-03-02,ING013,0.029,overproduction
WS0020221,OUT013,2025-02-16,ING023,0.056,overproduction
WS0020222,OUT012,2025-08-22,ING009,0.05,overproduction
WS0020223,OUT006,2026-03-06,ING011,0.152,expired
WS0020224,OUT011,2026-05-05,ING028,0.007,expired
WS0020225,OUT001,2023-09-12,ING014,0.059,expired
WS0020226,OUT012,2023-12-11,ING012,0.042,overproduction
WS0020227,OUT005,2024-11-06,ING015,0.025,overproduction
WS0020228,OUT001,2026-05-24,ING007,0.065,expired
WS0020229,OUT014,2025-07-28,ING012,0.005,overproduction
WS0020230,OUT007,2023-08-24,ING018,0.069,overproduction
WS0020231,OUT006,2024-02-21,ING023,0.205,expired
WS0020232,OUT004,2024-05-24,ING013,0.006,expired
WS0020233,OUT013,2024-03-25,ING010,0.006,overproduction
WS0020234,OUT006,2026-03-17,ING014,0.036,overproduction
WS0020235,OUT001,2026-03-10,ING017,0.007,overproduction
WS0020236,OUT001,2023-12-16,ING009,0.159,overproduction
WS0020237,OUT012,2024-08-30,ING009,0.125,overproduction
WS0020238,OUT012,2023-09-21,ING018,0.227,overproduction
WS0020239,OUT009,2025-05-16,ING001,0.092,expired
WS0020240,OUT009,2024-10-03,ING029,0.01,overproduction
WS0020241,OUT011,2025-09-26,ING002,0.021,expired
WS0020242,OUT016,2024-03-23,ING023,0.032,overproduction
WS0020243,OUT014,2024-01-28,ING006,0.004,overproduction
WS0020244,OUT016,2025-05-09,ING010,0.006,spillage
WS0020245,OUT010,2025-12-17,ING020,0.002,overproduction
WS0020246,OUT001,2023-12-21,ING001,0.171,overproduction
WS0020247,OUT005,2025-06-25,ING008,0.009,overproduction
WS0020248,OUT002,2024-02-17,ING002,0.037,expired
WS0020249,OUT016,2024-09-15,ING010,0.011,overproduction
WS0020250,OUT011,2024-10-14,ING011,0.016,spillage
WS0020251,OUT006,2025-03-29,ING018,0.19,expired
WS0020252,OUT012,2024-02-12,ING001,0.12,expired
