payroll_id,employee_id,period,base_salary,service_charge,overtime_pay,thr,deduction,net_salary
PY002298,E0450,2023-10,18082000,2882000,211000,0,1782000,19393000
PY002299,E0451,2023-10,3129000,1310000,240000,0,359000,4320000
PY002300,E0452,2023-10,14969000,2882000,1018000,0,1542000,17327000
PY002301,E0453,2023-10,3599000,1310000,258000,0,402000,4765000
PY002302,E0454,2023-10,3711000,1310000,82000,0,404000,4699000
PY002303,E0455,2023-10,8335000,2882000,397000,0,914000,10700000
PY002304,E0456,2023-10,3244000,1310000,152000,0,365000,4341000
PY002305,E0457,2023-10,3075000,1310000,173000,0,351000,4207000
PY002306,E0458,2023-10,3158000,1310000,176000,0,359000,4285000
PY002307,E0459,2023-10,4791000,1310000,126000,0,503000,5724000
PY002308,E0460,2023-10,3659000,1310000,250000,0,407000,4812000
PY002309,E0461,2023-10,11121000,2882000,606000,0,1175000,13434000
PY002310,E0462,2023-10,3337000,1310000,262000,0,379000,4530000
PY002311,E0463,2023-10,11872000,2882000,553000,0,1240000,14067000
PY002312,E0464,2023-10,13000000,2882000,525000,0,1340000,15067000
PY002313,E0466,2023-10,3019000,1310000,93000,0,342000,4080000
PY002314,E0467,2023-10,3743000,1310000,313000,0,418000,4948000
PY002315,E0468,2023-10,12482000,2882000,869000,0,1311000,14922000
PY002316,E0470,2023-10,3144000,1310000,384000,0,368000,4470000
PY002317,E0471,2023-10,3729000,1310000,208000,0,412000,4835000
PY002318,E0472,2023-10,2786000,1310000,253000,0,329000,4020000
PY002319,E0473,2023-10,3021000,1310000,351000,0,355000,4327000
PY002320,E0474,2023-10,3568000,1310000,64000,0,390000,4552000
PY002321,E0475,2023-10,4115000,1310000,207000,0,446000,5186000
PY002322,E0477,2023-10,3412000,1310000,180000,0,382000,4520000
PY002323,E0480,2023-10,3138000,1310000,304000,0,363000,4389000
PY002324,E0481,2023-10,3750000,1310000,428000,0,424000,5064000
PY002325,E0482,2023-10,3508000,1310000,80000,0,385000,4513000
PY002326,E0483,2023-10,3185000,1310000,42000,0,354000,4183000
PY002327,E0484,2023-10,3083000,1310000,96000,0,348000,4141000
PY002328,E0485,2023-10,3160000,1310000,133000,0,357000,4246000
PY002329,E0486,2023-10,3578000,1310000,444000,0,410000,4922000
PY002330,E0487,2023-10,4072000,1310000,155000,0,440000,5097000
PY002331,E0488,2023-10,3276000,1310000,298000,0,375000,4509000
PY002332,E0489,2023-10,19291000,2882000,1600000,0,1960000,21813000
PY002333,E0490,2023-10,3724000,1310000,317000,0,417000,4934000
PY002334,E0491,2023-10,3564000,1310000,192000,0,396000,4670000
PY002335,E0492,2023-10,3524000,1310000,569000,0,411000,4992000
PY002336,E0493,2023-10,3466000,1310000,173000,0,386000,4563000
PY002337,E0495,2023-10,3807000,1310000,259000,0,421000,4955000
PY002338,E0496,2023-10,4197000,1310000,206000,0,454000,5259000
PY002339,E0497,2023-10,3356000,1310000,257000,0,380000,4543000
PY002340,E0498,2023-10,3201000,1310000,193000,0,363000,4341000
PY002341,E0499,2023-10,3076000,1310000,227000,0,354000,4259000
PY002342,E0500,2023-10,5266000,1310000,773000,0,578000,6771000
PY002343,E0501,2023-10,4324000,1310000,857000,0,498000,5993000
PY002344,E0502,2023-10,4297000,1310000,343000,0,469000,5481000
PY002345,E0503,2023-10,3467000,1310000,152000,0,385000,4544000
PY002346,E0504,2023-10,4511000,1310000,123000,0,478000,5466000
PY002347,E0505,2023-10,12135000,2882000,394000,0,1256000,14155000
PY002348,E0506,2023-10,3802000,1310000,764000,0,446000,5430000
PY002349,E0507,2023-10,12841000,2882000,815000,0,1341000,15197000
PY002350,E0508,2023-10,4358000,1310000,143000,0,465000,5346000
PY002351,E0509,2023-10,3489000,1310000,158000,0,387000,4570000
PY002352,E0512,2023-10,3371000,1310000,101000,0,374000,4408000
PY002353,E0513,2023-10,8374000,2882000,1802000,0,988000,12070000
PY002354,E0514,2023-10,3134000,1310000,193000,0,357000,4280000
PY002355,E0515,2023-10,3431000,1310000,153000,0,382000,4512000
PY002356,E0516,2023-10,4952000,1310000,260000,0,524000,5998000
PY002357,E0518,2023-10,4880000,1310000,225000,0,516000,5899000
PY002358,E0520,2023-10,3823000,1310000,779000,0,449000,5463000
PY002359,E0521,2023-10,3060000,1310000,96000,0,346000,4120000
PY002360,E0522,2023-10,3279000,1310000,983000,0,410000,5162000
PY002361,E0523,2023-10,3443000,1310000,208000,0,386000,4575000
PY002362,E0524,2023-10,3082000,1310000,154000,0,351000,4195000
PY002363,E0525,2023-10,2862000,1310000,209000,0,334000,4047000
PY002364,E0527,2023-10,4132000,1310000,152000,0,445000,5149000
PY002365,E0528,2023-10,2913000,1310000,354000,0,345000,4232000
PY002366,E0529,2023-10,16426000,2882000,843000,0,1665000,18486000
PY002367,E0530,2023-10,3703000,1310000,199000,0,409000,4803000
PY002368,E0532,2023-10,12390000,2882000,1251000,0,1322000,15201000
PY002369,E0533,2023-10,8226000,2882000,786000,0,924000,10970000
PY002370,E0534,2023-10,3695000,1310000,144000,0,405000,4744000
PY002371,E0535,2023-10,14133000,2882000,985000,0,1465000,16535000
PY002372,E0536,2023-10,3942000,1310000,143000,0,427000,4968000
PY002373,E0537,2023-10,3226000,1310000,123000,0,362000,4297000
PY002374,E0538,2023-10,16732000,2882000,1006000,0,1700000,18920000
PY002375,E0539,2023-10,2779000,1310000,301000,0,331000,4059000
PY002376,E0540,2023-10,3755000,1310000,86000,0,408000,4743000
PY002377,E0541,2023-10,4570000,1310000,602000,0,507000,5975000
PY002378,E0542,2023-10,3805000,1310000,478000,0,432000,5161000
PY002379,E0543,2023-10,3820000,1310000,197000,0,419000,4908000
PY002380,E0544,2023-10,3694000,1310000,680000,0,432000,5252000
PY002381,E0546,2023-10,3598000,1310000,34000,0,391000,4551000
PY002382,E0547,2023-10,3541000,1310000,210000,0,395000,4666000
PY002383,E0549,2023-10,2887000,1310000,137000,0,332000,4002000
PY002384,E0550,2023-10,3962000,1310000,615000,0,453000,5434000
PY002385,E0551,2023-10,27072000,5255000,2223000,0,2810000,31740000
PY002386,E0552,2023-10,3452000,2389000,169000,0,439000,5571000
PY002387,E0553,2023-10,3486000,2389000,490000,0,458000,5907000
PY002388,E0554,2023-10,3433000,2389000,128000,0,435000,5515000
PY002389,E0555,2023-10,3675000,2389000,225000,0,461000,5828000
PY002390,E0557,2023-10,3963000,2389000,369000,0,495000,6226000
PY002391,E0558,2023-10,12365000,5255000,669000,0,1409000,16880000
PY002392,E0561,2023-10,4396000,2389000,447000,0,537000,6695000
PY002393,E0562,2023-10,3780000,2389000,232000,0,471000,5930000
PY002394,E0564,2023-10,3277000,2389000,151000,0,422000,5395000
PY002395,E0565,2023-10,3662000,2389000,126000,0,455000,5722000
PY002396,E0566,2023-10,3320000,2389000,30000,0,420000,5319000
PY002397,E0567,2023-10,4653000,2389000,546000,0,566000,7022000
PY002398,E0568,2023-10,15036000,5255000,466000,0,1639000,19118000
PY002399,E0569,2023-10,3657000,2389000,160000,0,457000,5749000
PY002400,E0570,2023-10,4350000,2389000,183000,0,520000,6402000
PY002401,E0571,2023-10,3711000,2389000,351000,0,471000,5980000
PY002402,E0572,2023-10,3791000,2389000,360000,0,479000,6061000
PY002403,E0573,2023-10,4171000,2389000,63000,0,498000,6125000
PY002404,E0574,2023-10,4002000,2389000,116000,0,485000,6022000
PY002405,E0575,2023-10,4308000,2389000,321000,0,523000,6495000
PY002406,E0576,2023-10,5942000,2389000,525000,0,680000,8176000
PY002407,E0577,2023-10,17005000,5255000,1400000,0,1863000,21797000
PY002408,E0578,2023-10,5327000,2389000,269000,0,612000,7373000
PY002409,E0579,2023-10,3512000,2389000,255000,0,448000,5708000
PY002410,E0580,2023-10,13456000,5255000,997000,0,1524000,18184000
PY002411,E0581,2023-10,3998000,2389000,166000,0,488000,6065000
PY002412,E0582,2023-10,4977000,2389000,166000,0,576000,6956000
PY002413,E0584,2023-10,5027000,2389000,151000,0,579000,6988000
PY002414,E0585,2023-10,18531000,5255000,523000,0,1957000,22352000
PY002415,E0586,2023-10,3964000,2389000,290000,0,491000,6152000
PY002416,E0587,2023-10,4739000,2389000,283000,0,560000,6851000
PY002417,E0589,2023-10,3799000,2389000,380000,0,480000,6088000
PY002418,E0591,2023-10,4593000,2389000,109000,0,538000,6553000
PY002419,E0592,2023-10,3718000,2389000,261000,0,467000,5901000
PY002420,E0593,2023-10,5130000,2389000,194000,0,591000,7122000
PY002421,E0594,2023-10,5913000,2389000,53000,0,654000,7701000
PY002422,E0595,2023-10,3749000,2389000,151000,0,464000,5825000
PY002423,E0596,2023-10,8637000,5255000,761000,0,1078000,13575000
PY002424,E0597,2023-10,4664000,2389000,348000,0,557000,6844000
PY002425,E0598,2023-10,3319000,2389000,523000,0,444000,5787000
PY002426,E0600,2023-10,13818000,5255000,526000,0,1533000,18066000
PY002427,E0601,2023-10,4200000,2389000,310000,0,513000,6386000
PY002428,E0602,2023-10,4225000,2389000,275000,0,513000,6376000
PY002429,E0603,2023-10,3830000,2389000,298000,0,479000,6038000
PY002430,E0605,2023-10,3605000,2389000,250000,0,456000,5788000
PY002431,E0606,2023-10,3490000,2389000,253000,0,446000,5686000
PY002432,E0607,2023-10,3577000,2389000,595000,0,471000,6090000
PY002433,E0608,2023-10,11934000,5255000,893000,0,1381000,16701000
PY002434,E0609,2023-10,3863000,2389000,185000,0,476000,5961000
PY002435,E0610,2023-10,4144000,2389000,301000,0,507000,6327000
PY002436,E0611,2023-10,13686000,5255000,2167000,0,1603000,19505000
PY002437,E0612,2023-10,3241000,2389000,222000,0,422000,5430000
PY002438,E0613,2023-10,3911000,2389000,167000,0,480000,5987000
PY002439,E0615,2023-10,3785000,2389000,202000,0,470000,5906000
PY002440,E0616,2023-10,3799000,2389000,332000,0,478000,6042000
PY002441,E0617,2023-10,18480000,5255000,1560000,0,2004000,23291000
PY002442,E0618,2023-10,3884000,2389000,426000,0,490000,6209000
PY002443,E0619,2023-10,3079000,2389000,91000,0,401000,5158000
PY002444,E0620,2023-10,22305000,5255000,1700000,0,2355000,26905000
PY002445,E0622,2023-10,4029000,2389000,155000,0,490000,6083000
PY002446,E0623,2023-10,3152000,2389000,54000,0,406000,5189000
PY002447,E0624,2023-10,4065000,2389000,771000,0,524000,6701000
PY002448,E0625,2023-10,13242000,5255000,836000,0,1496000,17837000
PY002449,E0626,2023-10,3341000,2389000,409000,0,441000,5698000
PY002450,E0629,2023-10,3768000,2389000,163000,0,467000,5853000
PY002451,E0630,2023-10,3538000,2389000,185000,0,447000,5665000
PY002452,E0631,2023-10,4076000,2389000,92000,0,491000,6066000
PY002453,E0632,2023-10,3271000,2389000,168000,0,422000,5406000
PY002454,E0633,2023-10,3699000,2389000,372000,0,471000,5989000
PY002455,E0634,2023-10,3079000,2389000,161000,0,405000,5224000
PY002456,E0635,2023-10,4293000,2389000,441000,0,528000,6595000
PY002457,E0636,2023-10,3957000,2389000,245000,0,488000,6103000
PY002458,E0638,2023-10,3484000,2389000,246000,0,445000,5674000
PY002459,E0639,2023-10,15220000,5255000,790000,0,1672000,19593000
PY002460,E0640,2023-10,17569000,5255000,829000,0,1885000,21768000
PY002461,E0641,2023-10,3051000,2389000,624000,0,425000,5639000
PY002462,E0642,2023-10,3703000,2389000,497000,0,478000,6111000
PY002463,E0644,2023-10,4015000,2389000,82000,0,485000,6001000
PY002464,E0645,2023-10,3831000,2389000,183000,0,473000,5930000
PY002465,E0646,2023-10,3569000,2389000,42000,0,443000,5557000
PY002466,E0647,2023-10,4344000,2389000,246000,0,523000,6456000
PY002467,E0648,2023-10,4054000,2389000,361000,0,502000,6302000
PY002468,E0649,2023-10,4434000,2389000,102000,0,524000,6401000
PY002469,E0650,2023-10,16903000,5255000,635000,0,1816000,20977000
PY002470,E0651,2023-10,36293000,6733000,1811000,0,3694000,41143000
PY002471,E0653,2023-10,4682000,3061000,328000,0,591000,7480000
PY002472,E0654,2023-10,4858000,3061000,497000,0,615000,7801000
PY002473,E0655,2023-10,4425000,3061000,365000,0,570000,7281000
PY002474,E0656,2023-10,4223000,3061000,108000,0,539000,6853000
PY002475,E0657,2023-10,15414000,6733000,1249000,0,1786000,21610000
PY002476,E0659,2023-10,3339000,3061000,290000,0,468000,6222000
PY002477,E0660,2023-10,5404000,3061000,452000,0,662000,8255000
PY002478,E0661,2023-10,4125000,3061000,294000,0,539000,6941000
PY002479,E0662,2023-10,4528000,3061000,90000,0,565000,7114000
PY002480,E0663,2023-10,3464000,3061000,122000,0,471000,6176000
PY002481,E0664,2023-10,4052000,3061000,301000,0,533000,6881000
PY002482,E0665,2023-10,4744000,3061000,366000,0,598000,7573000
PY002483,E0666,2023-10,4262000,3061000,69000,0,540000,6852000
PY002484,E0667,2023-10,4635000,3061000,405000,0,590000,7511000
PY002485,E0668,2023-10,4447000,3061000,217000,0,564000,7161000
PY002486,E0669,2023-10,12073000,6733000,744000,0,1460000,18090000
PY002487,E0670,2023-10,4064000,3061000,287000,0,533000,6879000
PY002488,E0671,2023-10,3999000,3061000,177000,0,522000,6715000
PY002489,E0672,2023-10,3675000,3061000,147000,0,491000,6392000
PY002490,E0673,2023-10,6360000,3061000,443000,0,748000,9116000
PY002491,E0674,2023-10,4159000,3061000,129000,0,534000,6815000
PY002492,E0675,2023-10,3950000,3061000,360000,0,527000,6844000
PY002493,E0677,2023-10,3705000,3061000,141000,0,494000,6413000
PY002494,E0679,2023-10,3923000,3061000,336000,0,523000,6797000
PY002495,E0680,2023-10,4809000,3061000,369000,0,604000,7635000
PY002496,E0681,2023-10,3707000,3061000,352000,0,504000,6616000
PY002497,E0682,2023-10,4704000,3061000,400000,0,596000,7569000
PY002498,E0683,2023-10,4902000,3061000,253000,0,607000,7609000
PY002499,E0684,2023-10,5114000,3061000,329000,0,630000,7874000
PY002500,E0685,2023-10,4650000,3061000,309000,0,587000,7433000
PY002501,E0686,2023-10,11455000,6733000,1329000,0,1434000,18083000
PY002502,E0687,2023-10,5049000,3061000,460000,0,630000,7940000
PY002503,E0688,2023-10,11687000,6733000,528000,0,1415000,17533000
PY002504,E0689,2023-10,3880000,3061000,272000,0,516000,6697000
PY002505,E0692,2023-10,10197000,6733000,403000,0,1275000,16058000
PY002506,E0693,2023-10,3372000,3061000,181000,0,466000,6148000
PY002507,E0694,2023-10,4265000,3061000,418000,0,558000,7186000
PY002508,E0695,2023-10,5141000,3061000,177000,0,625000,7754000
PY002509,E0696,2023-10,4829000,3061000,265000,0,601000,7554000
PY002510,E0697,2023-10,3897000,3061000,628000,0,535000,7051000
PY002511,E0699,2023-10,4497000,3061000,375000,0,577000,7356000
PY002512,E0701,2023-10,3563000,3061000,309000,0,489000,6444000
PY002513,E0702,2023-10,4329000,3061000,419000,0,564000,7245000
PY002514,E0703,2023-10,4127000,3061000,225000,0,536000,6877000
PY002515,E0704,2023-10,5669000,3061000,426000,0,685000,8471000
PY002516,E0706,2023-10,4884000,3061000,547000,0,620000,7872000
PY002517,E0707,2023-10,3436000,3061000,129000,0,469000,6157000
PY002518,E0709,2023-10,3304000,3061000,243000,0,463000,6145000
PY002519,E0710,2023-10,4017000,3061000,169000,0,523000,6724000
PY002520,E0711,2023-10,3320000,3061000,425000,0,473000,6333000
PY002521,E0712,2023-10,4512000,3061000,237000,0,571000,7239000
PY002522,E0714,2023-10,14628000,6733000,625000,0,1684000,20302000
PY002523,E0715,2023-10,4109000,3061000,136000,0,530000,6776000
PY002524,E0716,2023-10,4919000,3061000,130000,0,602000,7508000
PY002525,E0718,2023-10,4737000,3061000,501000,0,604000,7695000
PY002526,E0720,2023-10,3803000,3061000,332000,0,512000,6684000
PY002527,E0721,2023-10,4497000,3061000,245000,0,570000,7233000
PY002528,E0722,2023-10,4461000,3061000,201000,0,565000,7158000
PY002529,E0723,2023-10,4447000,3061000,438000,0,575000,7371000
PY002530,E0724,2023-10,4128000,3061000,242000,0,537000,6894000
PY002531,E0725,2023-10,3516000,3061000,301000,0,485000,6393000
PY002532,E0726,2023-10,16098000,6733000,741000,0,1823000,21749000
PY002533,E0727,2023-10,4930000,3061000,271000,0,610000,7652000
PY002534,E0728,2023-10,4028000,3061000,265000,0,529000,6825000
PY002535,E0730,2023-10,25411000,6733000,548000,0,2651000,30041000
PY002536,E0731,2023-10,3597000,3061000,348000,0,494000,6512000
PY002537,E0732,2023-10,4833000,3061000,180000,0,597000,7477000
PY002538,E0734,2023-10,5450000,3061000,419000,0,664000,8266000
PY002539,E0735,2023-10,4185000,3061000,230000,0,541000,6935000
PY002540,E0736,2023-10,45780000,0,2257000,0,4233000,43804000
PY002541,E0737,2023-10,108460000,0,27912000,0,11157000,125215000
PY002542,E0738,2023-10,76829000,0,3544000,0,7092000,73281000
PY002543,E0741,2023-10,6647000,0,251000,0,611000,6287000
PY002544,E0742,2023-10,6564000,0,437000,0,613000,6388000
PY002545,E0743,2023-10,14602000,0,924000,0,1360000,14166000
PY002546,E0744,2023-10,7383000,0,528000,0,691000,7220000
PY002547,E0745,2023-10,7829000,0,730000,0,741000,7818000
PY002548,E0746,2023-10,7691000,0,467000,0,716000,7442000
PY002549,E0747,2023-10,5646000,0,590000,0,538000,5698000
PY002550,E0748,2023-10,7771000,0,338000,0,716000,7393000
PY002551,E0749,2023-10,8118000,0,527000,0,757000,7888000
PY002552,E0750,2023-10,23992000,0,496000,0,2184000,22304000
PY002553,E0753,2023-10,23793000,0,1666000,0,2225000,23234000
PY002554,E0754,2023-10,7720000,0,122000,0,701000,7141000
PY002555,E0755,2023-10,18261000,0,1186000,0,1703000,17744000
PY002556,E0001,2023-11,26704000,7590000,6234000,0,3095000,37433000
PY002557,E0002,2023-11,4610000,3450000,211000,0,598000,7673000
PY002558,E0003,2023-11,5284000,3450000,485000,0,672000,8547000
PY002559,E0004,2023-11,5350000,3450000,1015000,0,705000,9110000
PY002560,E0005,2023-11,4881000,3450000,44000,0,614000,7761000
PY002561,E0006,2023-11,5033000,3450000,346000,0,643000,8186000
PY002562,E0008,2023-11,20631000,7590000,1383000,0,2305000,27299000
PY002563,E0009,2023-11,15890000,7590000,498000,0,1834000,22144000
PY002564,E0011,2023-11,4192000,3450000,253000,0,562000,7333000
PY002565,E0012,2023-11,4716000,3450000,734000,0,634000,8266000
PY002566,E0013,2023-11,29058000,7590000,1373000,0,3063000,34958000
PY002567,E0014,2023-11,5046000,3450000,208000,0,637000,8067000
PY002568,E0016,2023-11,3995000,3450000,364000,0,550000,7259000
PY002569,E0017,2023-11,4104000,3450000,379000,0,561000,7372000
PY002570,E0018,2023-11,4227000,3450000,203000,0,563000,7317000
PY002571,E0019,2023-11,4408000,3450000,192000,0,579000,7471000
PY002572,E0020,2023-11,5051000,3450000,605000,0,657000,8449000
PY002573,E0022,2023-11,3948000,3450000,261000,0,541000,7118000
PY002574,E0023,2023-11,4078000,3450000,409000,0,560000,7377000
PY002575,E0024,2023-11,6373000,3450000,324000,0,762000,9385000
PY002576,E0026,2023-11,28492000,7590000,2530000,0,3070000,35542000
PY002577,E0027,2023-11,4708000,3450000,262000,0,609000,7811000
PY002578,E0028,2023-11,4446000,3450000,168000,0,581000,7483000
PY002579,E0031,2023-11,4200000,3450000,185000,0,560000,7275000
PY002580,E0032,2023-11,3704000,3450000,121000,0,512000,6763000
PY002581,E0033,2023-11,3672000,3450000,104000,0,508000,6718000
PY002582,E0034,2023-11,3762000,3450000,179000,0,520000,6871000
PY002583,E0035,2023-11,4446000,3450000,189000,0,582000,7503000
PY002584,E0036,2023-11,3875000,3450000,165000,0,530000,6960000
PY002585,E0037,2023-11,3822000,3450000,57000,0,519000,6810000
PY002586,E0040,2023-11,4785000,3450000,260000,0,616000,7879000
PY002587,E0041,2023-11,4549000,3450000,227000,0,593000,7633000
PY002588,E0042,2023-11,5399000,3450000,288000,0,673000,8464000
PY002589,E0043,2023-11,4527000,3450000,486000,0,604000,7859000
PY002590,E0044,2023-11,3909000,3450000,363000,0,542000,7180000
PY002591,E0046,2023-11,4126000,3450000,141000,0,551000,7166000
PY002592,E0047,2023-11,21808000,7590000,2592000,0,2472000,29518000
PY002593,E0048,2023-11,4755000,3450000,174000,0,609000,7770000
PY002594,E0051,2023-11,16584000,7590000,755000,0,1910000,23019000
PY002595,E0052,2023-11,18577000,7590000,308000,0,2067000,24408000
PY002596,E0053,2023-11,5452000,3450000,466000,0,686000,8682000
PY002597,E0055,2023-11,4664000,3450000,221000,0,603000,7732000
PY002598,E0056,2023-11,4750000,3450000,231000,0,612000,7819000
PY002599,E0057,2023-11,16475000,7590000,1236000,0,1924000,23377000
PY002600,E0058,2023-11,4614000,3450000,267000,0,601000,7730000
PY002601,E0059,2023-11,9341000,7590000,393000,0,1240000,16084000
PY002602,E0060,2023-11,13095000,7590000,1373000,0,1627000,20431000
PY002603,E0062,2023-11,5355000,3450000,300000,0,669000,8436000
PY002604,E0063,2023-11,3637000,3450000,260000,0,513000,6834000
PY002605,E0064,2023-11,16867000,7590000,789000,0,1937000,23309000
PY002606,E0065,2023-11,3723000,3450000,151000,0,515000,6809000
PY002607,E0067,2023-11,18953000,7590000,703000,0,2120000,25126000
PY002608,E0069,2023-11,3711000,3450000,153000,0,514000,6800000
PY002609,E0070,2023-11,4266000,3450000,252000,0,569000,7399000
PY002610,E0071,2023-11,4657000,3450000,391000,0,611000,7887000
PY002611,E0072,2023-11,3945000,3450000,84000,0,532000,6947000
PY002612,E0073,2023-11,4056000,3450000,131000,0,544000,7093000
PY002613,E0074,2023-11,3855000,3450000,360000,0,537000,7128000
PY002614,E0075,2023-11,5571000,3450000,95000,0,679000,8437000
PY002615,E0076,2023-11,13013000,7590000,370000,0,1569000,19404000
PY002616,E0077,2023-11,4457000,3450000,204000,0,584000,7527000
PY002617,E0078,2023-11,3631000,3450000,341000,0,516000,6906000
PY002618,E0079,2023-11,5301000,3450000,231000,0,661000,8321000
PY002619,E0080,2023-11,4583000,3450000,252000,0,598000,7687000
PY002620,E0082,2023-11,4533000,3450000,140000,0,587000,7536000
PY002621,E0083,2023-11,3968000,3450000,508000,0,555000,7371000
PY002622,E0084,2023-11,6253000,3450000,109000,0,741000,9071000
PY002623,E0085,2023-11,5438000,3450000,414000,0,683000,8619000
PY002624,E0086,2023-11,6567000,3450000,464000,0,787000,9694000
PY002625,E0087,2023-11,4144000,3450000,110000,0,551000,7153000
PY002626,E0088,2023-11,5402000,3450000,160000,0,667000,8345000
PY002627,E0089,2023-11,4711000,3450000,164000,0,605000,7720000
PY002628,E0090,2023-11,4056000,3450000,106000,0,543000,7069000
PY002629,E0091,2023-11,4187000,3450000,298000,0,564000,7371000
PY002630,E0092,2023-11,5108000,3450000,441000,0,654000,8345000
PY002631,E0093,2023-11,3891000,3450000,208000,0,533000,7016000
PY002632,E0094,2023-11,4752000,3450000,420000,0,621000,8001000
PY002633,E0095,2023-11,5577000,3450000,276000,0,688000,8615000
PY002634,E0096,2023-11,4813000,3450000,276000,0,619000,7920000
PY002635,E0097,2023-11,18071000,7590000,1274000,0,2070000,24865000
PY002636,E0098,2023-11,5895000,3450000,109000,0,708000,8746000
PY002637,E0099,2023-11,4665000,3450000,366000,0,611000,7870000
PY002638,E0100,2023-11,4223000,3450000,306000,0,568000,7411000
PY002639,E0101,2023-11,5361000,3450000,299000,0,670000,8440000
PY002640,E0102,2023-11,4721000,3450000,227000,0,609000,7789000
PY002641,E0103,2023-11,4044000,3450000,57000,0,539000,7012000
PY002642,E0104,2023-11,4806000,3450000,172000,0,614000,7814000
PY002643,E0106,2023-11,3829000,3450000,242000,0,529000,6992000
PY002644,E0107,2023-11,3995000,3450000,50000,0,535000,6960000
PY002645,E0108,2023-11,5288000,3450000,142000,0,656000,8224000
PY002646,E0110,2023-11,4960000,3450000,145000,0,626000,7929000
PY002647,E0111,2023-11,4899000,3450000,267000,0,627000,7989000
PY002648,E0112,2023-11,4108000,3450000,128000,0,549000,7137000
PY002649,E0113,2023-11,4723000,3450000,728000,0,634000,8267000
PY002650,E0114,2023-11,4631000,3450000,170000,0,598000,7653000
PY002651,E0115,2023-11,5110000,3450000,899000,0,677000,8782000
PY002652,E0116,2023-11,3884000,3450000,279000,0,536000,7077000
PY002653,E0117,2023-11,4553000,3450000,384000,0,601000,7786000
PY002654,E0118,2023-11,4745000,3450000,648000,0,632000,8211000
PY002655,E0119,2023-11,5282000,3450000,307000,0,663000,8376000
PY002656,E0121,2023-11,4868000,3450000,308000,0,626000,8000000
PY002657,E0122,2023-11,13082000,7590000,526000,0,1583000,19615000
PY002658,E0123,2023-11,4133000,3450000,447000,0,567000,7463000
PY002659,E0124,2023-11,4454000,3450000,442000,0,595000,7751000
PY002660,E0125,2023-11,3771000,3450000,114000,0,518000,6817000
PY002661,E0126,2023-11,4605000,3450000,165000,0,595000,7625000
PY002662,E0127,2023-11,5004000,3450000,273000,0,637000,8090000
PY002663,E0128,2023-11,3894000,3450000,125000,0,529000,6940000
PY002664,E0129,2023-11,3871000,3450000,299000,0,536000,7084000
PY002665,E0130,2023-11,3770000,3450000,110000,0,517000,6813000
PY002666,E0131,2023-11,4457000,3450000,272000,0,587000,7592000
PY002667,E0132,2023-11,5211000,3450000,194000,0,651000,8204000
PY002668,E0133,2023-11,4756000,3450000,276000,0,614000,7868000
PY002669,E0134,2023-11,4086000,3450000,388000,0,560000,7364000
PY002670,E0135,2023-11,3846000,3450000,171000,0,527000,6940000
PY002671,E0136,2023-11,4455000,3450000,376000,0,592000,7689000
PY002672,E0137,2023-11,4582000,3450000,376000,0,604000,7804000
PY002673,E0139,2023-11,4208000,3450000,564000,0,579000,7643000
PY002674,E0141,2023-11,10819000,7590000,810000,0,1394000,17825000
PY002675,E0142,2023-11,4507000,3450000,821000,0,619000,8159000
PY002676,E0143,2023-11,17679000,7590000,1284000,0,2035000,24518000
PY002677,E0144,2023-11,4280000,3450000,202000,0,568000,7364000
PY002678,E0145,2023-11,5790000,3450000,194000,0,703000,8731000
PY002679,E0146,2023-11,5358000,3450000,203000,0,665000,8346000
PY002680,E0147,2023-11,4534000,3450000,287000,0,595000,7676000
PY002681,E0149,2023-11,15715000,7590000,308000,0,1809000,21804000
PY002682,E0150,2023-11,4153000,3450000,236000,0,558000,7281000
PY002683,E0151,2023-11,5249000,3450000,441000,0,667000,8473000
PY002684,E0152,2023-11,5040000,3450000,99000,0,631000,7958000
PY002685,E0153,2023-11,17796000,7590000,1368000,0,2050000,24704000
PY002686,E0154,2023-11,4070000,3450000,164000,0,547000,7137000
PY002687,E0155,2023-11,4375000,3450000,235000,0,578000,7482000
PY002688,E0156,2023-11,4843000,3450000,328000,0,625000,7996000
PY002689,E0159,2023-11,4516000,3450000,353000,0,597000,7722000
PY002690,E0160,2023-11,4151000,3450000,426000,0,567000,7460000
PY002691,E0161,2023-11,11409000,7590000,758000,0,1444000,18313000
PY002692,E0162,2023-11,14520000,7590000,4080000,0,1890000,24300000
PY002693,E0163,2023-11,12887000,7590000,313000,0,1555000,19235000
PY002694,E0164,2023-11,16593000,7590000,2416000,0,1994000,24605000
PY002695,E0165,2023-11,4051000,3450000,308000,0,552000,7257000
PY002696,E0166,2023-11,45355000,6565000,6369000,0,4729000,53560000
PY002697,E0167,2023-11,4558000,2984000,107000,0,565000,7084000
PY002698,E0168,2023-11,4635000,2984000,180000,0,575000,7224000
PY002699,E0169,2023-11,18866000,6565000,740000,0,2063000,24108000
PY002700,E0171,2023-11,5871000,2984000,410000,0,698000,8567000
PY002701,E0172,2023-11,5739000,2984000,571000,0,694000,8600000
PY002702,E0173,2023-11,5013000,2984000,260000,0,613000,7644000
PY002703,E0174,2023-11,5437000,2984000,399000,0,658000,8162000
PY002704,E0175,2023-11,5059000,2984000,155000,0,612000,7586000
PY002705,E0176,2023-11,5271000,2984000,238000,0,635000,7858000
